pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0247,SC021-B,SC027-A,SCI_021,SCI_027,Science,hard,same_entities_different_date,Scientists Complete Genome Sequencing of Extinct Animal,"Researchers reported this week that they have fully sequenced the genetic code of a long-extinct species, using DNA extracted from remarkably well-preserved tissue samples.",Genome Sequencing Team Announces New Project Next Year,"The same research team behind last year's extinct species genome project announced a new undertaking Monday, this time targeting an entirely different prehistoric organism.",2026-03-01,2027-03-01,Undisclosed,Undisclosed,extinct species genome; research team,genome sequencing team; new project,DIFFERENT_EVENT,"Same research team and general field of work, but the original genome sequencing completion and the new project announced a year later are distinct events."
P0248,SC028-B,SC028-A,SCI_028,SCI_028,Science,hard,different_detail_level,Explaining This Week's Quantum Computing Breakthrough,"The quantum computing milestone announced this week involved a specialized calculation designed specifically to showcase quantum advantage, researchers explained, noting that the demonstration does not yet translate into practical, real-world applications. Independent experts who reviewed the preprint said the result appears methodologically sound, though several cautioned that similar claims in the field have occasionally been challenged after further scrutiny. The team said their next goal is to apply the underlying technique to a problem with commercial relevance, potentially in materials science or drug discovery.",Quantum Computing Milestone Announced,"Researchers announced a quantum computing milestone Friday, demonstrating a calculation that would be impractical for classical supercomputers to complete in a reasonable timeframe.",2026-05-02,2026-05-01,Undisclosed,Undisclosed,quantum computing milestone; explanation,quantum computing milestone,SAME_EVENT,The second article gives extensive context and expert reaction to the same quantum computing milestone briefly reported in the first.
P0249,SC028-A,SC029-A,SCI_028,SCI_028,Science,medium,follow_up,Quantum Computing Milestone Announced,"Researchers announced a quantum computing milestone Friday, demonstrating a calculation that would be impractical for classical supercomputers to complete in a reasonable timeframe.",Scientists React to Quantum Computing Announcement,"Researchers outside the project offered cautious praise Monday for the newly announced quantum computing milestone, while noting the demonstration remains largely theoretical in its current form.",2026-05-01,2026-05-04,Undisclosed,Undisclosed,quantum computing milestone,quantum computing; outside reaction,SAME_EVENT,The reaction coverage is directly about the same quantum computing milestone announced days earlier.
P0250,SC025-A,SC026-A,SCI_025,SCI_026,Science,very_hard,same_topic_different_event,Researchers Publish Extended Analysis of Ice Core Data,"The team behind the Antarctic ice core study published an extended analysis Monday, drawing additional conclusions about historical temperature swings from the same dataset released earlier this year.",Separate Arctic Ice Core Study Examines Different Region,"A different research team published its own ice core study Sunday, focused on the Arctic rather than Antarctica, unrelated to the earlier Antarctic climate history findings.",2026-06-01,2026-02-15,Antarctica,Arctic,ice core data; extended analysis,Arctic ice core study,DIFFERENT_EVENT,"Both concern ice core climate research, but the extended analysis builds on the original Antarctic dataset while the second article is an unrelated Arctic study from a different team."
P0251,W022-A,W022-B,WORLD_022,WORLD_022,World,easy,paraphrase,Landslide Hits Mountain Village in Kestral Region,"A landslide struck a mountain village in the Kestral region early Wednesday after days of heavy rainfall, burying several homes and cutting off the only access road.",Heavy Rain Triggers Deadly Landslide in Kestral Village,"Days of torrential rain triggered a landslide that struck a Kestral mountain village Wednesday, destroying homes and severing the community's only route to nearby towns.",2026-04-01,2026-04-01,Kestral region,Kestral region,Kestral region; landslide,Kestral village; landslide,SAME_EVENT,Both describe the same rain-triggered landslide in the Kestral mountain village on the same date.
P0252,W022-C,W022-A,WORLD_022,WORLD_022,World,medium,different_source,Rescue Crews Race to Reach Kestral Landslide Village,"Emergency crews worked through the night to reach the village cut off by Wednesday's landslide in the Kestral region, hampered by continued rainfall and blocked roads, officials said Thursday.",Landslide Hits Mountain Village in Kestral Region,"A landslide struck a mountain village in the Kestral region early Wednesday after days of heavy rainfall, burying several homes and cutting off the only access road.",2026-04-02,2026-04-01,Kestral region,Kestral region,Kestral region; rescue crews,Kestral region; landslide,SAME_EVENT,A rescue-focused follow-up about the same landslide event reported a day earlier.
P0253,W022-A,W024-A,WORLD_022,WORLD_024,World,easy,same_location_different_event,Landslide Hits Mountain Village in Kestral Region,"A landslide struck a mountain village in the Kestral region early Wednesday after days of heavy rainfall, burying several homes and cutting off the only access road.",Kestral Region Hosts Annual Harvest Festival,"The Kestral region's annual harvest festival drew large crowds Saturday, a long-planned cultural celebration unrelated to other recent news from the area.",2026-04-01,2026-06-01,Kestral region,Kestral region,Kestral region; landslide,Kestral region; harvest festival,DIFFERENT_EVENT,"Same region, but a natural disaster and an unrelated, long-planned cultural festival months later are separate events."
P0254,W025-A,W027-A,WORLD_025,WORLD_027,World,medium,same_topic_different_event,Two Nations Sign Fishing Rights Treaty,"Two coastal nations signed a fishing rights treaty Friday, resolving a years-long dispute over access to a shared offshore fishing zone.",Separate Fishing Dispute Arises Between Different Nations,"A new fishing rights dispute emerged Sunday between two other coastal nations, unrelated to the treaty signed earlier this month between a different pair of countries.",2026-05-01,2026-05-10,Coastal waters,Different coastal waters,fishing rights treaty,fishing rights dispute; different nations,DIFFERENT_EVENT,"Both are fishing rights stories in the same month, but they involve entirely different pairs of countries and separate situations."
P0255,W025-A,W026-A,WORLD_025,WORLD_026,World,medium,follow_up,Two Nations Sign Fishing Rights Treaty,"Two coastal nations signed a fishing rights treaty Friday, resolving a years-long dispute over access to a shared offshore fishing zone.",Fishing Rights Treaty Ratified by Parliament,"One of the two nations formally ratified the fishing rights treaty Tuesday, months after it was originally signed, clearing the way for the agreement to take effect.",2026-05-01,2026-09-01,Coastal waters,National,fishing rights treaty; signing,fishing rights treaty; ratification,SAME_EVENT,The ratification is a direct continuation of the same treaty signing process described in the first article.
P0256,W022-A,W031-A,WORLD_022,WORLD_031,World,hard,different_incident,Landslide Hits Mountain Village in Kestral Region,"A landslide struck a mountain village in the Kestral region early Wednesday after days of heavy rainfall, burying several homes and cutting off the only access road.",Separate Landslide Reported in Different Country,"A separate landslide struck a mountainous area in a different country Friday, unrelated to the earlier disaster in the Kestral region.",2026-04-01,2026-04-10,Kestral region,Different country,Kestral region; landslide,different country; landslide,DIFFERENT_EVENT,"Both are landslide disasters from around the same period with similar causes, but they occur in entirely different countries and are unrelated incidents."
P0257,W022-B,W028-A,WORLD_022,WORLD_028,World,hard,same_entities_different_date,Heavy Rain Triggers Deadly Landslide in Kestral Village,"Days of torrential rain triggered a landslide that struck a Kestral mountain village Wednesday, destroying homes and severing the community's only route to nearby towns.",Kestral Region Hit by Another Landslide the Following Year,"A second landslide struck the same Kestral mountain village Thursday, a year after the original disaster, again triggered by heavy seasonal rainfall.",2026-04-01,2027-04-01,Kestral region,Kestral region,Kestral village; landslide,Kestral village; second landslide,DIFFERENT_EVENT,"Same village and same type of disaster, but the two landslides occurred a year apart and are separate incidents."
P0258,W022-A,W023-A,WORLD_022,WORLD_023,World,medium,follow_up,Landslide Hits Mountain Village in Kestral Region,"A landslide struck a mountain village in the Kestral region early Wednesday after days of heavy rainfall, burying several homes and cutting off the only access road.",Survivors Rescued From Kestral Landslide Village,"Rescue teams pulled the last remaining trapped residents from the Kestral landslide site Friday, two days after the disaster struck, local officials confirmed.",2026-04-01,2026-04-03,Kestral region,Kestral region,Kestral region; landslide,Kestral region; survivors rescued,SAME_EVENT,The rescue of survivors is a direct continuation of the same landslide event described in the first article.
P0259,W029-B,W029-A,WORLD_029,WORLD_029,World,hard,different_detail_level,How This Week's Ocean Plastic Summit Could Reshape Policy,"The ocean plastic pollution summit that opened this week brings together the largest coalition of nations yet assembled on the issue, according to organizers, who say a draft agreement under discussion would set binding targets for reducing single-use plastic production over the next decade. Environmental groups attending the summit have pushed for stronger enforcement mechanisms than earlier voluntary frameworks, while several major plastics-producing countries have signaled resistance to mandatory caps. Negotiators said they hope to reach a preliminary agreement before the summit concludes next week, though significant disagreements remain over funding for cleanup efforts in developing coastal nations.",International Summit on Ocean Plastic Pollution Opens,"Delegates from over 60 countries gathered Wednesday for the opening of an international summit addressing ocean plastic pollution, with organizers calling for binding reduction targets.",2026-07-02,2026-07-01,Undisclosed,Undisclosed,ocean plastic summit; policy details,ocean plastic summit; opening,SAME_EVENT,The second article gives an in-depth policy analysis of the same summit opening reported briefly in the first.
P0260,W026-A,W027-A,WORLD_026,WORLD_027,World,very_hard,same_topic_different_event,Fishing Rights Treaty Ratified by Parliament,"One of the two nations formally ratified the fishing rights treaty Tuesday, months after it was originally signed, clearing the way for the agreement to take effect.",Separate Fishing Dispute Arises Between Different Nations,"A new fishing rights dispute emerged Sunday between two other coastal nations, unrelated to the treaty signed earlier this month between a different pair of countries.",2026-09-01,2026-05-10,National,Different coastal waters,fishing rights treaty; ratification,fishing rights dispute; different nations,DIFFERENT_EVENT,"Both are fishing-rights stories, but the ratification concerns the original treaty between the first pair of nations while the second article is an unrelated dispute between different countries months earlier."
P0261,H021-A,H021-B,HEALTH_021,HEALTH_021,Health,easy,paraphrase,New Pain Medication Relivex Approved,"Health regulators approved a new non-opioid pain medication called Relivex on Thursday, clearing it for use in patients with chronic lower back pain.",Relivex Cleared for Chronic Pain Treatment,"Regulators gave the green light this week to Relivex, a new non-opioid pain medication aimed at patients suffering from chronic lower back pain.",2026-01-01,2026-01-01,Undisclosed,Undisclosed,Relivex; regulatory approval,Relivex; pain treatment clearance,SAME_EVENT,Both describe the same Relivex approval for chronic pain treatment around the same date.
P0262,H021-C,H021-A,HEALTH_021,HEALTH_021,Health,medium,different_source,Doctors React to Approval of New Pain Drug,"Pain management specialists offered cautious optimism this week following the approval of Relivex, a new non-opioid option they say could reduce reliance on more addictive medications.",New Pain Medication Relivex Approved,"Health regulators approved a new non-opioid pain medication called Relivex on Thursday, clearing it for use in patients with chronic lower back pain.",2026-01-03,2026-01-01,Undisclosed,Undisclosed,Relivex; doctor reaction,Relivex; regulatory approval,SAME_EVENT,A reaction piece from pain specialists about the same Relivex approval reported earlier in the week.
P0263,H021-A,H022-A,HEALTH_021,HEALTH_022,Health,easy,same_entity_different_event,New Pain Medication Relivex Approved,"Health regulators approved a new non-opioid pain medication called Relivex on Thursday, clearing it for use in patients with chronic lower back pain.",Relivex Maker Recalls Different Medication,"The pharmaceutical company behind Relivex issued a recall Thursday for an unrelated medication in its portfolio, citing a manufacturing defect discovered during routine quality checks.",2026-01-01,2026-05-01,Undisclosed,Undisclosed,Relivex maker; approval,Relivex maker; unrelated recall,DIFFERENT_EVENT,"Same pharmaceutical company, but approving Relivex and recalling a separate, unrelated medication months later are distinct events."
P0264,H021-A,H023-A,HEALTH_021,HEALTH_023,Health,medium,same_topic_different_event,New Pain Medication Relivex Approved,"Health regulators approved a new non-opioid pain medication called Relivex on Thursday, clearing it for use in patients with chronic lower back pain.",Different Company's Pain Drug Also Approved Separately,"A separate pharmaceutical company received approval Saturday for its own pain medication, unrelated to Relivex's approval earlier in the month.",2026-01-01,2026-01-10,Undisclosed,Undisclosed,Relivex; approval,different company; pain drug approval,DIFFERENT_EVENT,"Both are new pain medication approvals within the same month, but they involve two entirely different companies and drugs."
P0265,H024-A,H025-A,HEALTH_024,HEALTH_025,Health,medium,follow_up,Hospital Reports Successful Rare Transplant Surgery,"A hospital announced Sunday it successfully completed a rare multi-organ transplant surgery, one of only a handful performed worldwide this year.","Transplant Patient Recovering Well, Hospital Says","The patient who underwent last month's rare multi-organ transplant is recovering well, the hospital said Sunday, with doctors expressing cautious optimism about long-term outcomes.",2026-02-01,2026-03-01,Undisclosed,Undisclosed,hospital; rare transplant surgery,transplant patient; recovery update,SAME_EVENT,The recovery update is a direct continuation of the same transplant surgery described in the first article.
P0266,H024-A,H026-A,HEALTH_024,HEALTH_026,Health,hard,different_incident,Hospital Reports Successful Rare Transplant Surgery,"A hospital announced Sunday it successfully completed a rare multi-organ transplant surgery, one of only a handful performed worldwide this year.",Different Hospital Performs Similar Rare Transplant,"A separate hospital announced Friday it had also completed a rare multi-organ transplant, unrelated to the surgery performed at a different hospital earlier in the month.",2026-02-01,2026-02-20,Undisclosed,Undisclosed,hospital; rare transplant,different hospital; rare transplant,DIFFERENT_EVENT,"Both are rare transplant surgery stories in the same month with similar framing, but they involve two different hospitals and separate patients."
P0267,H021-B,H027-A,HEALTH_021,HEALTH_027,Health,hard,same_entities_different_date,Relivex Cleared for Chronic Pain Treatment,"Regulators gave the green light this week to Relivex, a new non-opioid pain medication aimed at patients suffering from chronic lower back pain.",Relivex Gets Expanded Approval for New Use Case,"Regulators granted expanded approval for Relivex Friday, clearing the medication for use in a broader range of chronic pain conditions a year after its original approval.",2026-01-01,2027-01-01,Undisclosed,Undisclosed,Relivex; original approval,Relivex; expanded approval,DIFFERENT_EVENT,"Same medication, but the original approval and a separate expanded approval a year later are distinct regulatory events."
P0268,H028-A,H031-A,HEALTH_028,HEALTH_031,Health,medium,follow_up,Study on Childhood Nutrition Programs Released,A new study released Wednesday found that school-based nutrition programs significantly improved academic performance among participating students over a three-year period.,Nutrition Program Study Expands to More Schools,"Researchers behind the childhood nutrition study announced Monday they are expanding the program to 200 additional schools, building on the positive results published earlier this year.",2026-04-01,2026-08-01,Undisclosed,Undisclosed,childhood nutrition study,nutrition program; expansion,SAME_EVENT,The program expansion is a direct continuation of the same nutrition study and initiative described in the first article.
P0269,H028-B,H028-A,HEALTH_028,HEALTH_028,Health,hard,different_detail_level,Inside the School Nutrition Study That's Turning Heads,"The childhood nutrition study published this week tracked over 12,000 students across three years, researchers said, finding that schools offering enhanced breakfast and lunch programs saw standardized test scores rise by an average of 8 percent compared to control schools. Researchers attributed the gains to improved concentration and reduced absenteeism among students receiving consistent, nutrient-rich meals. The study's lead author said the findings add to a growing body of evidence linking food security directly to academic outcomes, and the team is now seeking funding to expand the program to additional school districts nationwide.",Study on Childhood Nutrition Programs Released,A new study released Wednesday found that school-based nutrition programs significantly improved academic performance among participating students over a three-year period.,2026-04-02,2026-04-01,Undisclosed,Undisclosed,childhood nutrition study; details,childhood nutrition study,SAME_EVENT,The second article provides much richer statistical detail about the same nutrition study reported briefly in the first.
P0270,H025-A,H026-A,HEALTH_025,HEALTH_026,Health,very_hard,same_topic_different_event,"Transplant Patient Recovering Well, Hospital Says","The patient who underwent last month's rare multi-organ transplant is recovering well, the hospital said Sunday, with doctors expressing cautious optimism about long-term outcomes.",Different Hospital Performs Similar Rare Transplant,"A separate hospital announced Friday it had also completed a rare multi-organ transplant, unrelated to the surgery performed at a different hospital earlier in the month.",2026-03-01,2026-02-20,Undisclosed,Undisclosed,transplant patient; recovery update,different hospital; rare transplant,DIFFERENT_EVENT,"Both are rare transplant stories from around the same period, but the recovery update concerns the original hospital's patient while the second article is an unrelated transplant performed elsewhere."
P0271,E021-A,E021-B,ENV_021,ENV_021,Environment,easy,paraphrase,Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",Cargo Ship Spill Fouls Coral Bay Waters,"An oil spill from a cargo vessel has fouled waters off Coral Bay, officials confirmed this week, triggering an emergency cleanup response involving multiple agencies.",2026-03-01,2026-03-01,Coral Bay,Coral Bay,Coral Bay; oil spill,Coral Bay; cargo ship spill,SAME_EVENT,Both describe the same cargo ship oil spill off Coral Bay reported around the same date.
P0272,E021-C,E021-A,ENV_021,ENV_021,Environment,medium,different_source,What We Know About the Coral Bay Oil Spill,"Investigators are still determining the exact cause of the cargo ship malfunction that led to this week's oil spill off Coral Bay, though early reports point to a ruptured fuel line.",Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",2026-03-02,2026-03-01,Coral Bay,Coral Bay,Coral Bay oil spill; cause,Coral Bay; oil spill,SAME_EVENT,A cause-focused follow-up about the same Coral Bay oil spill reported a day earlier.
P0273,E021-A,E027-A,ENV_021,ENV_027,Environment,easy,same_location_different_event,Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",Coral Bay Hosts Marine Research Symposium,"Coral Bay hosted an international marine research symposium Saturday, a long-planned academic gathering unrelated to other recent news from the area.",2026-03-01,2026-06-01,Coral Bay,Coral Bay,Coral Bay; oil spill,Coral Bay; research symposium,DIFFERENT_EVENT,"Same location, but an oil spill emergency and an unrelated, long-planned academic symposium months later are separate events."
P0274,E021-A,E025-A,ENV_021,ENV_025,Environment,medium,same_topic_different_event,Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",New Offshore Drilling Permit Approved,"Regulators approved a new offshore oil drilling permit Sunday, a decision unrelated to the recent spill off Coral Bay but part of the same broader energy policy landscape.",2026-03-01,2026-03-15,Coral Bay,Different offshore area,Coral Bay; oil spill,offshore drilling permit,DIFFERENT_EVENT,"Both concern offshore oil activity in the same general period, but the spill and a separately approved drilling permit are unrelated events."
P0275,E021-A,E022-A,ENV_021,ENV_022,Environment,medium,follow_up,Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",Cleanup Crews Contain Coral Bay Oil Spill,"Cleanup crews said Tuesday they have contained the majority of the oil spilled off Coral Bay last week, though officials warned full remediation could take months.",2026-03-01,2026-03-10,Coral Bay,Coral Bay,Coral Bay; oil spill,Coral Bay; spill containment,SAME_EVENT,The containment update is a direct continuation of the same oil spill event described in the first article.
P0276,E021-A,E023-A,ENV_021,ENV_023,Environment,hard,different_incident,Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",Separate Oil Spill Reported in Different Bay,"A different oil spill occurred in a separate bay Friday, unrelated to the earlier spill off Coral Bay reported two weeks prior.",2026-03-01,2026-03-20,Coral Bay,Different bay,Coral Bay; oil spill,different bay; oil spill,DIFFERENT_EVENT,"Both are oil spill stories from the same general period with similar framing, but they occur in two entirely different bays and are unrelated incidents."
P0277,E021-B,E026-A,ENV_021,ENV_026,Environment,hard,same_entities_different_date,Cargo Ship Spill Fouls Coral Bay Waters,"An oil spill from a cargo vessel has fouled waters off Coral Bay, officials confirmed this week, triggering an emergency cleanup response involving multiple agencies.",Coral Bay Fishing Waters Reopen a Year After Spill,"Fishing waters off Coral Bay reopened to commercial vessels Monday, a year after the spill that forced their closure, following extensive environmental monitoring.",2026-03-01,2027-03-01,Coral Bay,Coral Bay,Coral Bay; oil spill,Coral Bay; waters reopen,DIFFERENT_EVENT,"Same location and same underlying spill, but the reopening a full year later is treated as a distinct, separately reported milestone rather than the same immediate news event."
P0278,E021-A,E028-A,ENV_021,ENV_028,Environment,medium,follow_up,Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",Wildlife Rehabilitation Efforts Begin for Oil-Affected Animals,"Wildlife rehabilitation centers began treating animals affected by the Coral Bay oil spill Wednesday, with volunteers working to clean and care for dozens of seabirds.",2026-03-01,2026-03-05,Coral Bay,Coral Bay,Coral Bay; oil spill,Coral Bay; wildlife rehabilitation,SAME_EVENT,The wildlife rehabilitation effort is a direct continuation of the same oil spill event described in the first article.
P0279,E021-D,E021-A,ENV_021,ENV_021,Environment,hard,different_detail_level,Coral Bay Spill Response Draws on Multi-Agency Coordination,"The response to this week's Coral Bay oil spill has drawn on coordination between coast guard units, state environmental agencies, and the shipping company responsible, officials said Thursday, describing a containment boom deployment that began within hours of the initial report. Officials estimated that roughly 60 percent of the spilled oil had been recovered as of Thursday, with the remainder expected to be addressed through shoreline cleanup operations over the coming weeks. The shipping company has pledged to cover cleanup costs and said it is cooperating fully with investigators examining the cause of the leak.",Oil Spill Reported Off Coral Bay Coast,"A cargo ship leaked an estimated 40,000 gallons of oil off the Coral Bay coast Sunday, prompting an emergency response from environmental agencies.",2026-03-04,2026-03-01,Coral Bay,Coral Bay,Coral Bay spill; multi-agency response,Coral Bay; oil spill,SAME_EVENT,The second article provides much richer operational detail about the same Coral Bay spill response reported briefly in the first.
P0280,E022-A,E023-A,ENV_022,ENV_023,Environment,very_hard,same_topic_different_event,Cleanup Crews Contain Coral Bay Oil Spill,"Cleanup crews said Tuesday they have contained the majority of the oil spilled off Coral Bay last week, though officials warned full remediation could take months.",Separate Oil Spill Reported in Different Bay,"A different oil spill occurred in a separate bay Friday, unrelated to the earlier spill off Coral Bay reported two weeks prior.",2026-03-10,2026-03-20,Coral Bay,Different bay,Coral Bay; spill containment,different bay; oil spill,DIFFERENT_EVENT,"Both are oil spill stories in the same general period, but the containment update concerns the original Coral Bay spill while the second article is an unrelated spill in a different bay."
P0281,C022-A,C022-B,CRIME_022,CRIME_022,Crime,easy,paraphrase,Arson Attack Damages Historic Building,"A fire deliberately set at a historic downtown building caused significant damage Sunday night, investigators confirmed, classifying the incident as arson.",Investigators Rule Downtown Building Fire as Arson,"Fire investigators determined this week that the blaze that damaged a historic downtown building was deliberately set, opening a criminal investigation into the incident.",2026-02-01,2026-02-02,Undisclosed,Undisclosed,arson attack; historic building,arson; downtown building fire,SAME_EVENT,Both describe the same arson determination for the same historic building fire around the same date.
P0282,C022-C,C022-A,CRIME_022,CRIME_022,Crime,medium,different_source,Community Reacts to Loss of Historic Landmark,"Residents expressed shock and sadness this week over the arson attack that damaged the historic downtown building, a structure many considered a beloved local landmark.",Arson Attack Damages Historic Building,"A fire deliberately set at a historic downtown building caused significant damage Sunday night, investigators confirmed, classifying the incident as arson.",2026-02-03,2026-02-01,Undisclosed,Undisclosed,arson; community reaction,arson attack; historic building,SAME_EVENT,A community-reaction piece about the same arson attack reported earlier in the week.
P0283,C022-A,C025-A,CRIME_022,CRIME_025,Crime,easy,same_entity_different_event,Arson Attack Damages Historic Building,"A fire deliberately set at a historic downtown building caused significant damage Sunday night, investigators confirmed, classifying the incident as arson.",Historic Building Site Vandalized Months Later,"The same historic building damaged by arson earlier this year was vandalized again Sunday, in an unrelated incident involving graffiti rather than fire.",2026-02-01,2026-06-01,Undisclosed,Undisclosed,arson; historic building,historic building; vandalism,DIFFERENT_EVENT,"Same building, but the original arson attack and an unrelated vandalism incident months later are separate events."
P0284,C022-A,C026-A,CRIME_022,CRIME_026,Crime,medium,same_topic_different_event,Arson Attack Damages Historic Building,"A fire deliberately set at a historic downtown building caused significant damage Sunday night, investigators confirmed, classifying the incident as arson.",Arson Task Force Formed After Separate Fires in Different City,"A different city formed a dedicated arson task force this week in response to a separate string of suspicious fires, unrelated to the downtown building arson reported elsewhere.",2026-02-01,2026-02-25,Undisclosed,Different city,arson; historic building,arson task force; different city,DIFFERENT_EVENT,"Both are arson-related stories in the same general period, but they involve entirely different cities and unrelated incidents."
P0285,C022-A,C023-A,CRIME_022,CRIME_023,Crime,medium,follow_up,Arson Attack Damages Historic Building,"A fire deliberately set at a historic downtown building caused significant damage Sunday night, investigators confirmed, classifying the incident as arson.",Suspect Charged in Historic Building Arson Case,"Prosecutors charged a suspect Sunday in connection with the arson attack on the historic downtown building, citing surveillance footage as key evidence.",2026-02-01,2026-02-15,Undisclosed,Undisclosed,arson; historic building,arson; suspect charged,SAME_EVENT,The charges are a direct continuation of the same arson investigation described in the first article.
P0286,C022-A,C024-A,CRIME_022,CRIME_024,Crime,hard,different_incident,Arson Attack Damages Historic Building,"A fire deliberately set at a historic downtown building caused significant damage Sunday night, investigators confirmed, classifying the incident as arson.",Separate Arson Incident Damages Different Building,"A different building was deliberately set on fire Friday, unrelated to the historic downtown building arson reported earlier in the month.",2026-02-01,2026-02-20,Undisclosed,Undisclosed,arson; historic building,arson; different building,DIFFERENT_EVENT,"Both are arson incidents from the same general period with similar framing, but they involve two entirely different buildings and are unrelated cases."
P0287,C022-B,C027-A,CRIME_022,CRIME_027,Crime,hard,same_entities_different_date,Investigators Rule Downtown Building Fire as Arson,"Fire investigators determined this week that the blaze that damaged a historic downtown building was deliberately set, opening a criminal investigation into the incident.",Arson Suspect's Trial Begins a Year Later,"The trial of the man charged in the historic building arson case began Monday, a year after the fire that damaged the downtown landmark.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,arson; historic building,arson suspect; trial begins,DIFFERENT_EVENT,"Same case and same underlying arson, but the original fire and the trial beginning a year later are treated as distinct, separately reported milestones."
P0288,C028-A,C030-A,CRIME_028,CRIME_030,Crime,medium,follow_up,Major Art Theft Reported at Downtown Gallery,"A downtown art gallery reported the theft of three paintings valued at over $2 million Sunday, with police saying the heist appeared to be carefully planned.",Investigators Identify Suspect Network in Art Theft Case,"Detectives said Tuesday they have identified a suspected network behind last month's art gallery theft, believed to be connected to similar thefts in other cities.",2026-04-01,2026-05-01,Undisclosed,Undisclosed,art theft; downtown gallery,art theft; suspect network,SAME_EVENT,The suspect network identification is a direct continuation of the same art theft investigation described in the first article.
P0289,C028-B,C028-A,CRIME_028,CRIME_028,Crime,hard,different_detail_level,Inside the Meticulously Planned Downtown Art Heist,"The theft of three paintings from a downtown gallery over the weekend bore hallmarks of a professional operation, investigators said Monday, noting that the thieves bypassed a sophisticated alarm system and appeared to know precisely which pieces to target, bypassing several less valuable works nearby. Gallery officials said the stolen paintings, collectively insured for just over $2 million, had been part of a temporary exhibition due to close later this month. Security footage captured only brief glimpses of two masked individuals, and police said they are reviewing footage from surrounding businesses for additional leads.",Major Art Theft Reported at Downtown Gallery,"A downtown art gallery reported the theft of three paintings valued at over $2 million Sunday, with police saying the heist appeared to be carefully planned.",2026-04-02,2026-04-01,Undisclosed,Undisclosed,art theft; heist details,art theft; downtown gallery,SAME_EVENT,The second article provides much richer investigative detail about the same gallery theft reported briefly in the first.
P0290,C023-A,C024-A,CRIME_023,CRIME_024,Crime,very_hard,same_topic_different_event,Suspect Charged in Historic Building Arson Case,"Prosecutors charged a suspect Sunday in connection with the arson attack on the historic downtown building, citing surveillance footage as key evidence.",Separate Arson Incident Damages Different Building,"A different building was deliberately set on fire Friday, unrelated to the historic downtown building arson reported earlier in the month.",2026-02-15,2026-02-20,Undisclosed,Undisclosed,arson; suspect charged,arson; different building,DIFFERENT_EVENT,"Both are arson-case stories from the same general period, but the charges concern the original historic building fire while the second article is an unrelated arson at a different building."
P0291,EN021-A,EN021-B,ENT_021,ENT_021,Entertainment,easy,paraphrase,Bestselling Author Talia Marsh Releases New Novel,"Talia Marsh released her latest novel Sunday, a psychological thriller that had been one of the most anticipated literary releases of the year.",Marsh's Newest Thriller Hits Shelves,"Talia Marsh's new psychological thriller arrived in bookstores this week, drawing large crowds to signing events in several major cities.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,Talia Marsh; new novel,Talia Marsh; new thriller,SAME_EVENT,Both describe the same new novel release by Talia Marsh on the same date.
P0292,EN021-C,EN021-A,ENT_021,ENT_021,Entertainment,medium,different_source,Early Reviews Praise Marsh's Latest Thriller,"Critics have offered largely positive early reviews of Talia Marsh's newest novel, released this week, with several calling it her most tightly plotted book yet.",Bestselling Author Talia Marsh Releases New Novel,"Talia Marsh released her latest novel Sunday, a psychological thriller that had been one of the most anticipated literary releases of the year.",2026-03-02,2026-03-01,Undisclosed,Undisclosed,Talia Marsh; reviews,Talia Marsh; new novel,SAME_EVENT,A review roundup covering the same novel release reported a day earlier.
P0293,EN021-A,EN024-A,ENT_021,ENT_024,Entertainment,easy,same_entity_different_event,Bestselling Author Talia Marsh Releases New Novel,"Talia Marsh released her latest novel Sunday, a psychological thriller that had been one of the most anticipated literary releases of the year.",Marsh's Earlier Novel Adapted Into Film,"A film adaptation of Talia Marsh's earlier novel began production Monday, a project unrelated to her recently released new book.",2026-03-01,2026-06-01,Undisclosed,Undisclosed,Talia Marsh; new novel,Talia Marsh; film adaptation,DIFFERENT_EVENT,"Same author, but releasing a new novel and a film adaptation of an entirely different, earlier book are separate events."
