pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0849,SC167-B,SC167-A,SCI_167,SCI_167,Science,hard,different_detail_level,The Chemistry Behind the New Pesticide-Neutralizing Compound,"The compound announced this week works by breaking down harmful pesticide molecules into inert byproducts within hours of contact, researchers explained, a mechanism they discovered while screening soil bacteria near agricultural runoff sites. Lab tests showed the compound neutralized over 90 percent of common pesticide residues in treated water samples, the team said, though the researchers cautioned that field testing under real agricultural conditions would be needed before broader use. Several agricultural companies have already expressed interest in licensing the technology.",New Compound Discovered That Neutralizes Agricultural Pesticide Runoff,Researchers announced Sunday the discovery of a new compound capable of neutralizing harmful pesticide runoff before it reaches waterways.,2026-04-02,2026-04-01,Undisclosed,Undisclosed,pesticide-neutralizing compound; chemistry,pesticide-neutralizing compound; discovery,SAME_EVENT,The second article provides much deeper technical detail about the same compound discovery reported briefly in the first.
P0850,SC164-A,SC165-A,SCI_164,SCI_165,Science,very_hard,same_topic_different_event,Follow-Up Analysis Identifies Cause of Exoplanet Signature,"A follow-up study published Saturday identified the likely cause of the unusual atmospheric signature detected earlier this year, pointing to a rare combination of gases.",Different Unusual Atmospheric Signature Observed on Separate Exoplanet,"A separate research team observed a different unusual atmospheric signature Friday on a different exoplanet, unrelated to the signature reported earlier this year.",2026-08-01,2026-03-20,Undisclosed,Undisclosed,exoplanet; signature cause identified,different exoplanet; separate signature,DIFFERENT_EVENT,"Both concern exoplanet atmospheric research, but the cause identification traces back to the original signature from the first article while the second article is an unrelated signature detected on a different exoplanet."
P0851,W160-A,W160-B,WORLD_160,WORLD_160,World,easy,paraphrase,Landslide Blocks Major Highway in Kessendra Province,"A landslide blocked a major highway in Kessendra Province Wednesday after days of heavy rain, stranding hundreds of vehicles and cutting off several villages.",Kessendra Province Highway Closed by Landslide,"Travel through Kessendra Province ground to a halt this week as a landslide triggered by heavy rain blocked the region's main highway, stranding hundreds of vehicles.",2026-05-01,2026-05-01,Kessendra Province,Kessendra Province,Kessendra Province; landslide,Kessendra Province; highway closure,SAME_EVENT,Both articles describe the same landslide blocking the highway in Kessendra Province on the same date.
P0852,W160-C,W160-A,WORLD_160,WORLD_160,World,medium,different_source,Kessendra Province Reopens Highway After Landslide Cleanup,"The main highway through Kessendra Province reopened Thursday, a day after a landslide blocked the route and stranded hundreds of vehicles.",Landslide Blocks Major Highway in Kessendra Province,"A landslide blocked a major highway in Kessendra Province Wednesday after days of heavy rain, stranding hundreds of vehicles and cutting off several villages.",2026-05-02,2026-05-01,Kessendra Province,Kessendra Province,Kessendra Province; highway reopening,Kessendra Province; landslide,SAME_EVENT,A reopening-focused follow-up about the same landslide event reported a day earlier.
P0853,W160-A,W161-A,WORLD_160,WORLD_161,World,easy,same_location_different_event,Landslide Blocks Major Highway in Kessendra Province,"A landslide blocked a major highway in Kessendra Province Wednesday after days of heavy rain, stranding hundreds of vehicles and cutting off several villages.",Kessendra Province Hosts Regional Cultural Festival,"Kessendra Province hosted its annual cultural festival Thursday, a long-planned event unrelated to other recent news from the region.",2026-05-01,2026-07-01,Kessendra Province,Kessendra Province,Kessendra Province; landslide,Kessendra Province; cultural festival,DIFFERENT_EVENT,"Same region, but a landslide disruption and an unrelated, long-planned cultural festival months later are separate events."
P0854,W160-A,W162-A,WORLD_160,WORLD_162,World,medium,same_topic_different_event,Landslide Blocks Major Highway in Kessendra Province,"A landslide blocked a major highway in Kessendra Province Wednesday after days of heavy rain, stranding hundreds of vehicles and cutting off several villages.",Different Province Hit by Separate Landslide,"A different province experienced its own landslide Monday, unrelated to the disruption in Kessendra Province reported earlier in the month.",2026-05-01,2026-05-10,Kessendra Province,Different province,Kessendra Province; landslide,different province; landslide,DIFFERENT_EVENT,"Both are landslide disruption stories in the same month with similar framing, but they occur in two entirely different provinces."
P0855,W163-A,W164-A,WORLD_163,WORLD_164,World,medium,follow_up,Two Nations Sign Scientific Research Cooperation Agreement,"Two nations signed a scientific research cooperation agreement Friday, agreeing to jointly fund and conduct climate research in a shared Arctic territory.",Research Cooperation Agreement Ratified by Both Legislatures,"Both nations' legislatures formally ratified the scientific cooperation agreement Tuesday, months after it was originally signed, clearing the way for joint research to begin.",2026-04-01,2026-08-01,Undisclosed,Undisclosed,research cooperation agreement; signing,research cooperation agreement; ratification,SAME_EVENT,The ratification is a direct continuation of the same agreement signing process described in the first article.
P0856,W163-A,W165-A,WORLD_163,WORLD_165,World,hard,different_incident,Two Nations Sign Scientific Research Cooperation Agreement,"Two nations signed a scientific research cooperation agreement Friday, agreeing to jointly fund and conduct climate research in a shared Arctic territory.",Separate Research Dispute Emerges Between Different Nations,"A new dispute over research access emerged Sunday between two other nations, unrelated to the cooperation agreement signed earlier this year between a different pair of countries.",2026-04-01,2026-04-20,Undisclosed,Different countries,research cooperation agreement,research dispute; different nations,DIFFERENT_EVENT,"Both are scientific-cooperation-related stories from the same general period with similar framing, but they involve two entirely different pairs of countries."
P0857,W160-B,W166-A,WORLD_160,WORLD_166,World,hard,same_entities_different_date,Kessendra Province Highway Closed by Landslide,"Travel through Kessendra Province ground to a halt this week as a landslide triggered by heavy rain blocked the region's main highway, stranding hundreds of vehicles.",Kessendra Province Hit by Another Landslide a Year Later,"A second landslide struck Kessendra Province Wednesday, a year after the previous disruption, again blocking the region's main highway.",2026-05-01,2027-05-01,Kessendra Province,Kessendra Province,Kessendra Province; highway closure,Kessendra Province; second landslide,DIFFERENT_EVENT,"Same province and same type of disruption, but the two landslides occurred a year apart and are separate incidents."
P0858,W167-A,W169-A,WORLD_167,WORLD_169,World,medium,follow_up,Regional Bloc Announces New Refugee Resettlement Framework,"A regional bloc announced Monday a new framework for refugee resettlement across member states, aiming to distribute responsibility more evenly.",Refugee Resettlement Framework Begins First Placements,"The regional refugee resettlement framework began its first placements Thursday, three months after the framework's initial announcement.",2026-05-01,2026-08-01,Undisclosed,Undisclosed,regional bloc; resettlement framework,resettlement framework; first placements,SAME_EVENT,The first placements are a direct continuation of the same resettlement framework described in the first article.
P0859,W167-B,W167-A,WORLD_167,WORLD_167,World,hard,different_detail_level,How the New Regional Resettlement Framework Will Work,"The resettlement framework announced this week will allocate refugee placements among member states based on population and economic capacity, according to details released alongside the announcement, a formula intended to address long-standing complaints from smaller states about disproportionate burden-sharing. Officials said the framework includes financial support for host states to cover housing and integration costs, with an independent committee monitoring compliance. Several member states have already signaled support, though a few have expressed reservations about the binding nature of the allocation formula.",Regional Bloc Announces New Refugee Resettlement Framework,"A regional bloc announced Monday a new framework for refugee resettlement across member states, aiming to distribute responsibility more evenly.",2026-05-02,2026-05-01,Undisclosed,Undisclosed,resettlement framework; mechanism details,regional bloc; resettlement framework,SAME_EVENT,The second article gives an in-depth policy analysis of the same resettlement framework announcement reported briefly in the first.
P0860,W164-A,W165-A,WORLD_164,WORLD_165,World,very_hard,same_topic_different_event,Research Cooperation Agreement Ratified by Both Legislatures,"Both nations' legislatures formally ratified the scientific cooperation agreement Tuesday, months after it was originally signed, clearing the way for joint research to begin.",Separate Research Dispute Emerges Between Different Nations,"A new dispute over research access emerged Sunday between two other nations, unrelated to the cooperation agreement signed earlier this year between a different pair of countries.",2026-08-01,2026-04-20,Undisclosed,Different countries,research cooperation agreement; ratification,research dispute; different nations,DIFFERENT_EVENT,"Both are research-cooperation-related stories, but the ratification concerns the original agreement between the first pair of nations while the second article is an unrelated dispute between different countries earlier in the year."
P0861,H160-A,H160-B,HEALTH_160,HEALTH_160,Health,easy,paraphrase,New Asthma Inhaler Bronchara Approved,"Health regulators approved a new asthma inhaler called Bronchara on Thursday, clearing it for use in patients with moderate to severe persistent asthma.",Bronchara Cleared for Persistent Asthma Treatment,"Regulators gave approval this week to Bronchara, a new inhaler for patients with moderate to severe persistent asthma.",2026-01-01,2026-01-01,Undisclosed,Undisclosed,Bronchara; regulatory approval,Bronchara; asthma treatment clearance,SAME_EVENT,Both describe the same Bronchara approval for persistent asthma around the same date.
P0862,H160-C,H160-A,HEALTH_160,HEALTH_160,Health,medium,different_source,Patients React to Approval of New Asthma Inhaler,"Asthma patients and advocacy groups welcomed the approval of Bronchara this week, while noting insurance coverage remains uncertain for many.",New Asthma Inhaler Bronchara Approved,"Health regulators approved a new asthma inhaler called Bronchara on Thursday, clearing it for use in patients with moderate to severe persistent asthma.",2026-01-03,2026-01-01,Undisclosed,Undisclosed,Bronchara; patient reaction,Bronchara; regulatory approval,SAME_EVENT,A patient-reaction piece about the same Bronchara approval reported earlier in the week.
P0863,H160-A,H161-A,HEALTH_160,HEALTH_161,Health,easy,same_entity_different_event,New Asthma Inhaler Bronchara Approved,"Health regulators approved a new asthma inhaler called Bronchara on Thursday, clearing it for use in patients with moderate to severe persistent asthma.",Bronchara Maker Recalls Unrelated Supplement Product,"The pharmaceutical company behind Bronchara issued a recall Thursday for an unrelated over-the-counter supplement, citing a contamination issue unrelated to Bronchara.",2026-01-01,2026-05-01,Undisclosed,Undisclosed,Bronchara maker; approval,Bronchara maker; supplement recall,DIFFERENT_EVENT,"Same pharmaceutical company, but approving Bronchara and recalling an unrelated supplement months later are distinct events."
P0864,H160-A,H162-A,HEALTH_160,HEALTH_162,Health,medium,same_topic_different_event,New Asthma Inhaler Bronchara Approved,"Health regulators approved a new asthma inhaler called Bronchara on Thursday, clearing it for use in patients with moderate to severe persistent asthma.",Different Asthma Inhaler Approved by Rival Company,"A rival pharmaceutical company received approval Saturday for its own asthma inhaler, unrelated to Bronchara's approval earlier in the month.",2026-01-01,2026-01-15,Undisclosed,Undisclosed,Bronchara; approval,different asthma inhaler; different company,DIFFERENT_EVENT,"Both are new asthma inhaler approvals within the same month, but they involve two entirely different companies and drugs."
P0865,H163-A,H164-A,HEALTH_163,HEALTH_164,Health,medium,follow_up,Dental Chain Reports Data Breach Affecting Patients,"A national dental chain disclosed Sunday that a data breach exposed patient records for roughly 180,000 individuals, including treatment histories.",Dental Chain Offers Free Credit Monitoring,"The dental chain affected by last week's data breach began offering free credit monitoring services to affected patients Tuesday, part of its response to the incident.",2026-02-01,2026-02-10,Undisclosed,Undisclosed,dental chain; data breach,dental chain; credit monitoring,SAME_EVENT,The credit monitoring offer is a direct response to the same data breach described in the first article.
P0866,H163-A,H165-A,HEALTH_163,HEALTH_165,Health,hard,different_incident,Dental Chain Reports Data Breach Affecting Patients,"A national dental chain disclosed Sunday that a data breach exposed patient records for roughly 180,000 individuals, including treatment histories.",Separate Dental Network Reports Different Breach,"A different dental network disclosed its own data breach Thursday, unrelated to the breach reported at a different dental chain earlier in the month.",2026-02-01,2026-02-20,Undisclosed,Undisclosed,dental chain; data breach,different dental network; data breach,DIFFERENT_EVENT,"Both are dental data breach stories in the same month with similar framing, but they involve two entirely different chains."
P0867,H160-B,H166-A,HEALTH_160,HEALTH_166,Health,hard,same_entities_different_date,Bronchara Cleared for Persistent Asthma Treatment,"Regulators gave approval this week to Bronchara, a new inhaler for patients with moderate to severe persistent asthma.",Bronchara Gets Approval for Broader Patient Group a Year Later,"Regulators granted expanded approval for Bronchara Friday, clearing the inhaler for mild asthma patients a year after its original moderate-to-severe approval.",2026-01-01,2027-01-01,Undisclosed,Undisclosed,Bronchara; original approval,Bronchara; expanded approval,DIFFERENT_EVENT,"Same medication, but the original approval and a separate expanded approval a year later are distinct regulatory events."
P0868,H167-A,H169-A,HEALTH_167,HEALTH_169,Health,medium,follow_up,Study Finds Intermittent Fasting Improves Cardiovascular Markers,A new study published Wednesday found that intermittent fasting significantly improved cardiovascular markers among participants over a sixteen-week program.,Researchers Expand Fasting Study to More Participants,"Researchers behind the fasting-cardiovascular study announced Saturday they are expanding the program to 600 additional participants, building on findings published five months earlier.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,intermittent fasting; cardiovascular study,fasting study; expansion,SAME_EVENT,The expanded study is a direct continuation of the same research described in the first article.
P0869,H167-B,H167-A,HEALTH_167,HEALTH_167,Health,hard,different_detail_level,The Numbers Behind the Fasting-Cardiovascular Study,"The study published this week tracked 300 participants through a sixteen-week intermittent fasting program, researchers said, finding that participants showed a 12 percent average reduction in LDL cholesterol compared to a control group. The effect was most pronounced among participants who maintained consistent fasting windows, the study found, though researchers cautioned that individual results varied significantly based on adherence. The team said further research is needed to determine long-term sustainability of the observed benefits.",Study Finds Intermittent Fasting Improves Cardiovascular Markers,A new study published Wednesday found that intermittent fasting significantly improved cardiovascular markers among participants over a sixteen-week program.,2026-03-02,2026-03-01,Undisclosed,Undisclosed,fasting study; statistical details,intermittent fasting; cardiovascular study,SAME_EVENT,The second article provides much richer statistical and clinical detail about the same study reported briefly in the first.
P0870,H164-A,H165-A,HEALTH_164,HEALTH_165,Health,very_hard,same_topic_different_event,Dental Chain Offers Free Credit Monitoring,"The dental chain affected by last week's data breach began offering free credit monitoring services to affected patients Tuesday, part of its response to the incident.",Separate Dental Network Reports Different Breach,"A different dental network disclosed its own data breach Thursday, unrelated to the breach reported at a different dental chain earlier in the month.",2026-02-10,2026-02-20,Undisclosed,Undisclosed,dental chain; credit monitoring,different dental network; data breach,DIFFERENT_EVENT,"Both are dental-data-breach-related stories from the same general period, but the credit monitoring offer concerns the original breach while the second article is an unrelated breach at a different dental network."
P0871,E160-A,E160-B,ENV_160,ENV_160,Environment,easy,paraphrase,Mangrove Restoration Project Shows Strong First-Year Growth,"A mangrove restoration project reported strong results Sunday, with newly planted seedlings showing an 80 percent survival rate after their first year.",Newly Planted Mangroves Show Strong Survival in Restoration Project,"A mangrove restoration effort reported this week that newly planted seedlings have achieved an 80 percent survival rate, an encouraging early sign for the year-old project.",2026-06-01,2026-06-01,Undisclosed,Undisclosed,mangrove restoration; survival rate,mangrove restoration; seedling survival,SAME_EVENT,Both articles describe the same mangrove restoration project and identical survival rate figure reported the same week.
P0872,E160-C,E160-A,ENV_160,ENV_160,Environment,medium,different_source,Scientists Explain What's Behind the Mangrove Restoration Success,"The high survival rate reported this week for newly planted mangrove seedlings is due to an improved planting technique, researchers explained, a method that could improve restoration outcomes elsewhere.",Mangrove Restoration Project Shows Strong First-Year Growth,"A mangrove restoration project reported strong results Sunday, with newly planted seedlings showing an 80 percent survival rate after their first year.",2026-06-03,2026-06-01,Undisclosed,Undisclosed,mangrove restoration; planting technique,mangrove restoration; survival rate,SAME_EVENT,A technique-focused follow-up about the same restoration project results announced earlier in the week.
P0873,E160-A,E161-A,ENV_160,ENV_161,Environment,easy,same_entity_different_event,Mangrove Restoration Project Shows Strong First-Year Growth,"A mangrove restoration project reported strong results Sunday, with newly planted seedlings showing an 80 percent survival rate after their first year.",Same Team Launches Separate Restoration Project Elsewhere,"The same restoration team announced Wednesday it is launching a separate mangrove project in an unrelated coastal area, distinct from its earlier successful planting effort.",2026-06-01,2026-11-01,Undisclosed,Undisclosed,mangrove restoration team; original project,mangrove restoration team; new project,DIFFERENT_EVENT,"Same team, but reporting success on one project and launching an unrelated new project months later are separate events."
P0874,E160-A,E162-A,ENV_160,ENV_162,Environment,medium,same_topic_different_event,Mangrove Restoration Project Shows Strong First-Year Growth,"A mangrove restoration project reported strong results Sunday, with newly planted seedlings showing an 80 percent survival rate after their first year.",Different Team Reports Separate Restoration Results,"A different restoration team announced its own mangrove project results Sunday, unrelated to the planting success reported earlier in the month by a different group.",2026-06-01,2026-06-15,Undisclosed,Undisclosed,mangrove restoration; team,different mangrove project; different team,DIFFERENT_EVENT,"Both are mangrove restoration results published close together, but they involve different projects and completely unrelated teams."
P0875,E163-A,E164-A,ENV_163,ENV_164,Environment,medium,follow_up,Beach Cleanup Initiative Removes Record Amount of Plastic,"A beach cleanup initiative removed a record amount of plastic waste Sunday, collecting over 30 tons of debris during its largest single-day event to date.",Cleanup Group Announces Expanded Program After Record Haul,"The organization behind the record beach cleanup announced Monday it is expanding the program to three additional beaches, building on last month's record-breaking event.",2026-04-01,2026-05-01,Undisclosed,Undisclosed,beach cleanup initiative; record debris,beach cleanup; program expansion,SAME_EVENT,The program expansion is a direct continuation of the same cleanup initiative described in the first article.
P0876,E163-A,E165-A,ENV_163,ENV_165,Environment,hard,different_incident,Beach Cleanup Initiative Removes Record Amount of Plastic,"A beach cleanup initiative removed a record amount of plastic waste Sunday, collecting over 30 tons of debris during its largest single-day event to date.",Different Cleanup Group Reports Separate Beach Effort,"A different cleanup organization reported its own beach debris removal effort Sunday, unrelated to the record cleanup reported earlier in the month by a different group.",2026-04-01,2026-04-15,Undisclosed,Undisclosed,beach cleanup initiative; team,different cleanup group; different beach,DIFFERENT_EVENT,"Both are beach cleanup stories within the same month with similar framing, but they involve two entirely different organizations and beaches."
P0877,E160-B,E166-A,ENV_160,ENV_166,Environment,hard,same_entities_different_date,Newly Planted Mangroves Show Strong Survival in Restoration Project,"A mangrove restoration effort reported this week that newly planted seedlings have achieved an 80 percent survival rate, an encouraging early sign for the year-old project.",Mangrove Restoration Project Reports Second-Year Results,"The mangrove restoration project reported its second-year survival results Wednesday, a year after its initial success, showing continued strong growth of planted seedlings.",2026-06-01,2027-06-01,Undisclosed,Undisclosed,mangrove restoration; seedling survival,mangrove restoration; second-year results,DIFFERENT_EVENT,"Same project and team, but the initial results and the second-year follow-up results a year later are treated as distinct, separately reported milestones."
P0878,E167-A,E169-A,ENV_167,ENV_169,Environment,medium,follow_up,New Soil Additive Developed to Boost Carbon Sequestration,Researchers announced Sunday the development of a new soil additive that significantly boosts carbon sequestration in agricultural fields.,Carbon Sequestration Additive Licensed to Agricultural Company,"The newly developed soil additive has been licensed to an agricultural company, researchers announced Saturday, four months after its initial development.",2026-05-01,2026-09-01,Undisclosed,Undisclosed,soil additive; development,soil additive; licensing,SAME_EVENT,The licensing announcement is a direct continuation of the same additive development described in the first article.
P0879,E167-B,E167-A,ENV_167,ENV_167,Environment,hard,different_detail_level,How the New Soil Additive Boosts Carbon Sequestration,"The additive announced this week uses a biochar-based formulation engineered to enhance microbial activity in soil, researchers explained, a property that increases the rate at which agricultural fields absorb and retain atmospheric carbon. Field trials showed treated plots sequestered roughly 25 percent more carbon than untreated control plots over a full growing season, the team said, while also improving soil water retention. Several agricultural companies have already begun pilot testing the additive across different crop types.",New Soil Additive Developed to Boost Carbon Sequestration,Researchers announced Sunday the development of a new soil additive that significantly boosts carbon sequestration in agricultural fields.,2026-05-02,2026-05-01,Undisclosed,Undisclosed,soil additive; mechanism details,soil additive; development,SAME_EVENT,The second article provides much deeper technical detail about the same additive development reported briefly in the first.
P0880,E164-A,E165-A,ENV_164,ENV_165,Environment,very_hard,same_topic_different_event,Cleanup Group Announces Expanded Program After Record Haul,"The organization behind the record beach cleanup announced Monday it is expanding the program to three additional beaches, building on last month's record-breaking event.",Different Cleanup Group Reports Separate Beach Effort,"A different cleanup organization reported its own beach debris removal effort Sunday, unrelated to the record cleanup reported earlier in the month by a different group.",2026-05-01,2026-04-15,Undisclosed,Undisclosed,beach cleanup; program expansion,different cleanup group; different beach,DIFFERENT_EVENT,"Both are beach cleanup stories from around the same period, but the program expansion concerns the original initiative while the second article is an unrelated effort by a different organization."
P0881,C160-A,C160-B,CRIME_160,CRIME_160,Crime,easy,paraphrase,"Insider Trading Scheme Uncovered, Executives Charged",Federal prosecutors charged three corporate executives Sunday in an insider trading scheme that allegedly netted millions in illegal profits.,Executives Charged in Insider Trading Case,Three corporate executives were charged this week in an insider trading scheme prosecutors say generated millions of dollars in illegal profits.,2026-02-01,2026-02-01,Undisclosed,Undisclosed,insider trading; executives charged,insider trading scheme,SAME_EVENT,Both articles describe the same insider trading charges filed against the same three executives around the same date.
P0882,C160-C,C160-A,CRIME_160,CRIME_160,Crime,medium,different_source,Investors React to Insider Trading Charges,"Shareholders expressed outrage this week following news that three corporate executives had been charged with insider trading, with several calling for a full board review.","Insider Trading Scheme Uncovered, Executives Charged",Federal prosecutors charged three corporate executives Sunday in an insider trading scheme that allegedly netted millions in illegal profits.,2026-02-03,2026-02-01,Undisclosed,Undisclosed,insider trading; investor reaction,insider trading; executives charged,SAME_EVENT,An investor-reaction piece about the same insider trading charges reported earlier in the week.
P0883,C160-A,C161-A,CRIME_160,CRIME_161,Crime,easy,same_entity_different_event,"Insider Trading Scheme Uncovered, Executives Charged",Federal prosecutors charged three corporate executives Sunday in an insider trading scheme that allegedly netted millions in illegal profits.,Same Executives Face Separate Securities Fraud Charges,"The same three executives charged with insider trading earlier this year now face separate securities fraud charges, prosecutors announced Sunday, related to different financial dealings.",2026-02-01,2026-06-01,Undisclosed,Undisclosed,insider trading; executives charged,executives; securities fraud charges,DIFFERENT_EVENT,"Same executives, but the original insider trading charges and separate securities fraud charges months later are distinct legal cases."
P0884,C160-A,C162-A,CRIME_160,CRIME_162,Crime,medium,same_topic_different_event,"Insider Trading Scheme Uncovered, Executives Charged",Federal prosecutors charged three corporate executives Sunday in an insider trading scheme that allegedly netted millions in illegal profits.,Different Insider Trading Scheme Uncovered Elsewhere,"A separate insider trading scheme was uncovered Friday at a different company, unrelated to the case reported earlier in the month.",2026-02-01,2026-02-15,Undisclosed,Undisclosed,insider trading; executives charged,different company; insider trading,DIFFERENT_EVENT,"Both are insider trading stories within the same month with similar framing, but they involve two entirely different companies."
P0885,C163-A,C164-A,CRIME_163,CRIME_164,Crime,medium,follow_up,"Ransom Kidnapping Case Resolved, Victim Found Safe","Police resolved a ransom kidnapping case Sunday, locating the victim unharmed after a three-day search that involved coordination across multiple jurisdictions.",Suspect in Ransom Kidnapping Case Sentenced,"The suspect convicted in the ransom kidnapping case was sentenced to 30 years in prison Monday, months after the victim was found safe.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,ransom kidnapping; victim found,kidnapping suspect; sentencing,SAME_EVENT,The sentencing is a direct continuation of the same kidnapping case described in the first article.
P0886,C163-A,C165-A,CRIME_163,CRIME_165,Crime,hard,different_incident,"Ransom Kidnapping Case Resolved, Victim Found Safe","Police resolved a ransom kidnapping case Sunday, locating the victim unharmed after a three-day search that involved coordination across multiple jurisdictions.",Separate Kidnapping Case Reported in Different City,"A different city reported an unrelated kidnapping case Wednesday, separate from the case resolved elsewhere earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Different city,ransom kidnapping; victim found,different city; kidnapping case,DIFFERENT_EVENT,"Both are kidnapping-related stories from the same general period with similar framing, but they involve two entirely different cities and separate cases."
P0887,C160-B,C166-A,CRIME_160,CRIME_166,Crime,hard,same_entities_different_date,Executives Charged in Insider Trading Case,Three corporate executives were charged this week in an insider trading scheme prosecutors say generated millions of dollars in illegal profits.,Insider Trading Executives' Trial Begins a Year Later,"The trial for the three executives charged with insider trading began Monday, a year after the original charges were filed.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,insider trading scheme,insider trading executives; trial begins,DIFFERENT_EVENT,"Same case and same executives, but the original charges and the trial beginning a year later are treated as distinct, separately reported milestones."
P0888,C167-A,C169-A,CRIME_167,CRIME_169,Crime,medium,follow_up,Money Laundering Ring Dismantled in International Operation,Law enforcement agencies from six countries announced Sunday they have dismantled a money laundering ring responsible for moving hundreds of millions in illicit funds.,Arrests Announced in Money Laundering Case,"Authorities announced the arrest of ten suspects Friday connected to the money laundering ring dismantled earlier this month, following coordinated raids.",2026-04-01,2026-05-01,International,International,money laundering ring; operation,money laundering; arrests,SAME_EVENT,The arrests are a direct continuation of the same international laundering operation described in the first article.
P0889,C167-B,C167-A,CRIME_167,CRIME_167,Crime,hard,different_detail_level,Inside the Operation That Dismantled a Laundering Ring,"The operation that dismantled the money laundering ring this week involved over a year of coordinated surveillance across six countries, investigators said, detailing how financial intelligence units traced payments through a network of shell companies and cryptocurrency exchanges used to launder proceeds. The ring is believed to have moved over $300 million in illicit funds, investigators said, with the operation's success relying heavily on a joint task force established specifically to address cross-border financial crime.",Money Laundering Ring Dismantled in International Operation,Law enforcement agencies from six countries announced Sunday they have dismantled a money laundering ring responsible for moving hundreds of millions in illicit funds.,2026-04-02,2026-04-01,International,International,money laundering; operation details,money laundering ring; operation,SAME_EVENT,The second article provides much deeper investigative detail about the same laundering takedown reported briefly in the first.
P0890,C164-A,C165-A,CRIME_164,CRIME_165,Crime,very_hard,same_topic_different_event,Suspect in Ransom Kidnapping Case Sentenced,"The suspect convicted in the ransom kidnapping case was sentenced to 30 years in prison Monday, months after the victim was found safe.",Separate Kidnapping Case Reported in Different City,"A different city reported an unrelated kidnapping case Wednesday, separate from the case resolved elsewhere earlier in the month.",2026-08-01,2026-03-10,Undisclosed,Different city,kidnapping suspect; sentencing,different city; kidnapping case,DIFFERENT_EVENT,"Both are kidnapping-related stories, but the sentencing concerns the original resolved case while the second article is an unrelated kidnapping in a different city months earlier."
P0891,EN160-A,EN160-B,ENT_160,ENT_160,Entertainment,easy,paraphrase,Jazz Musician Wins Lifetime Achievement Award,"A veteran jazz musician received a lifetime achievement award Sunday, recognizing over four decades of contributions to the genre.",Veteran Jazz Musician Honored With Lifetime Achievement Award,"A jazz musician with over four decades in the industry received a lifetime achievement honor this week, celebrating a career that shaped the genre for generations of listeners.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,jazz musician; lifetime achievement award,jazz musician; lifetime honor,SAME_EVENT,Both articles describe the same lifetime achievement award given to the same musician on the same date.
P0892,EN160-C,EN160-A,ENT_160,ENT_160,Entertainment,medium,different_source,Fellow Musicians Celebrate Jazz Legend's Award,"Fellow musicians and critics offered tributes this week following the lifetime achievement award given to the veteran jazz artist, with several calling the honor long overdue.",Jazz Musician Wins Lifetime Achievement Award,"A veteran jazz musician received a lifetime achievement award Sunday, recognizing over four decades of contributions to the genre.",2026-03-02,2026-03-01,Undisclosed,Undisclosed,jazz musician; tributes,jazz musician; lifetime achievement award,SAME_EVENT,A tribute-focused follow-up about the same award reported a day earlier.
P0893,EN160-A,EN161-A,ENT_160,ENT_161,Entertainment,easy,same_entity_different_event,Jazz Musician Wins Lifetime Achievement Award,"A veteran jazz musician received a lifetime achievement award Sunday, recognizing over four decades of contributions to the genre.",Musician Announces Farewell Tour Unrelated to Award,"The jazz musician who received the lifetime achievement award announced a farewell tour Wednesday, a decision the artist said was unrelated to the recent honor.",2026-03-01,2026-06-01,Undisclosed,Undisclosed,musician; lifetime award,musician; farewell tour,DIFFERENT_EVENT,"Same musician, but receiving an award and announcing an unrelated farewell tour months later are separate events."
P0894,EN160-A,EN162-A,ENT_160,ENT_162,Entertainment,medium,same_topic_different_event,Jazz Musician Wins Lifetime Achievement Award,"A veteran jazz musician received a lifetime achievement award Sunday, recognizing over four decades of contributions to the genre.",Different Musician Wins Rival Award's Top Honor,"A different musician won a rival award's top honor Tuesday, unrelated to the lifetime achievement award announced by a different organization earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,jazz musician; lifetime achievement award,different musician; rival award,DIFFERENT_EVENT,"Both are music industry award stories in the same month, but they come from two unrelated organizations honoring different musicians."
P0895,EN163-A,EN164-A,ENT_163,ENT_164,Entertainment,medium,follow_up,Opera House Announces New Season Lineup,"A major opera house announced Sunday its new season lineup, featuring several rarely performed works alongside classic favorites.",Opera Season Opens With Sold-Out Premiere,"The opera house's new season opened Monday with a sold-out premiere, a month after the lineup was originally announced.",2026-02-01,2026-04-01,Undisclosed,Undisclosed,opera house; season lineup announcement,opera house; season opening,SAME_EVENT,The season opening is a direct continuation of the same lineup announcement described in the first article.
