pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0749,SC127-B,SC127-A,SCI_127,SCI_127,Science,hard,different_detail_level,The Biochemistry Behind the New Plastic-Eating Enzyme,"The enzyme announced this week works by breaking chemical bonds in certain plastic polymers roughly six times faster than previously known enzymes, researchers explained, a property they discovered while screening bacteria found at a plastic recycling facility. Lab tests showed the enzyme could fully break down thin plastic samples within 48 hours under optimized conditions, though the team cautioned that scaling the process to handle bulk plastic waste at industrial volumes remains a significant engineering challenge. Several waste management companies have already expressed interest in licensing the technology.",New Enzyme Discovered That Breaks Down Plastic Waste,Researchers announced Sunday the discovery of a new enzyme capable of breaking down certain plastics significantly faster than previously known enzymes.,2026-04-02,2026-04-01,Undisclosed,Undisclosed,plastic-degrading enzyme; biochemistry,plastic-degrading enzyme; discovery,SAME_EVENT,The second article provides much deeper technical detail about the same enzyme discovery reported briefly in the first.
P0750,SC124-A,SC125-A,SCI_124,SCI_125,Science,very_hard,same_topic_different_event,Follow-Up Analysis Confirms Neutron Star Merger Source,"A follow-up study published Saturday confirmed that the gravitational wave signal detected earlier this year did indeed originate from a neutron star merger, matching predictions.",Different Gravitational Wave Signal Detected by Separate Team,"A separate research team detected an unrelated gravitational wave signal Friday, distinct from the signal reported earlier this year by a different group.",2026-08-01,2026-03-20,Undisclosed,Undisclosed,gravitational wave; source confirmed,different gravitational wave; separate team,DIFFERENT_EVENT,"Both concern gravitational wave research, but the source confirmation traces back to the original signal from the first article while the second article is an unrelated signal detected by a different team."
P0751,W120-A,W120-B,WORLD_120,WORLD_120,World,easy,paraphrase,Sandstorm Disrupts Travel Across Zahret Region,"A severe sandstorm disrupted travel across the Zahret region Wednesday, grounding flights and reducing visibility to near zero on major highways.",Zahret Region Paralyzed by Severe Sandstorm,Travel across the Zahret region ground to a halt this week as a severe sandstorm grounded flights and shut down highways due to near-zero visibility.,2026-05-01,2026-05-01,Zahret region,Zahret region,Zahret region; sandstorm,Zahret region; travel disruption,SAME_EVENT,Both articles describe the same sandstorm disrupting travel in the Zahret region on the same date.
P0752,W120-C,W120-A,WORLD_120,WORLD_120,World,medium,different_source,Zahret Region Reopens Airports After Sandstorm Clears,"Airports across the Zahret region reopened Thursday, a day after a severe sandstorm grounded flights and shut down major highways.",Sandstorm Disrupts Travel Across Zahret Region,"A severe sandstorm disrupted travel across the Zahret region Wednesday, grounding flights and reducing visibility to near zero on major highways.",2026-05-02,2026-05-01,Zahret region,Zahret region,Zahret region; airport reopening,Zahret region; sandstorm,SAME_EVENT,An airport-reopening follow-up about the same sandstorm event reported a day earlier.
P0753,W120-A,W121-A,WORLD_120,WORLD_121,World,easy,same_location_different_event,Sandstorm Disrupts Travel Across Zahret Region,"A severe sandstorm disrupted travel across the Zahret region Wednesday, grounding flights and reducing visibility to near zero on major highways.",Zahret Region Hosts International Trade Summit,"The Zahret region hosted an international trade summit Thursday, a long-planned diplomatic event unrelated to other recent news from the area.",2026-05-01,2026-07-01,Zahret region,Zahret region,Zahret region; sandstorm,Zahret region; trade summit,DIFFERENT_EVENT,"Same region, but a sandstorm disruption and an unrelated, long-planned trade summit months later are separate events."
P0754,W120-A,W122-A,WORLD_120,WORLD_122,World,medium,same_topic_different_event,Sandstorm Disrupts Travel Across Zahret Region,"A severe sandstorm disrupted travel across the Zahret region Wednesday, grounding flights and reducing visibility to near zero on major highways.",Different Region Hit by Separate Sandstorm,"A different region experienced its own severe sandstorm Monday, unrelated to the disruption in the Zahret region reported earlier in the month.",2026-05-01,2026-05-10,Zahret region,Different region,Zahret region; sandstorm,different region; sandstorm,DIFFERENT_EVENT,"Both are sandstorm disruption stories in the same month with similar framing, but they occur in two entirely different regions."
P0755,W123-A,W124-A,WORLD_123,WORLD_124,World,medium,follow_up,Two Nations Sign Cultural Heritage Preservation Pact,"Two nations signed a cultural heritage preservation pact Friday, agreeing to jointly restore and protect a shared archaeological site along their border.",Heritage Preservation Pact Ratified by Both Governments,"Both governments formally ratified the cultural heritage preservation pact Tuesday, months after it was originally signed, clearing the way for joint restoration work to begin.",2026-04-01,2026-08-01,Undisclosed,Undisclosed,heritage preservation pact; signing,heritage preservation pact; ratification,SAME_EVENT,The ratification is a direct continuation of the same pact signing process described in the first article.
P0756,W123-A,W125-A,WORLD_123,WORLD_125,World,hard,different_incident,Two Nations Sign Cultural Heritage Preservation Pact,"Two nations signed a cultural heritage preservation pact Friday, agreeing to jointly restore and protect a shared archaeological site along their border.",Separate Heritage Dispute Emerges Between Different Nations,"A new dispute over a different archaeological site emerged Sunday between two other nations, unrelated to the preservation pact signed earlier this year between a different pair of countries.",2026-04-01,2026-04-20,Undisclosed,Different countries,heritage preservation pact,heritage dispute; different nations,DIFFERENT_EVENT,"Both are cultural-heritage-related stories from the same general period with similar framing, but they involve two entirely different pairs of countries."
P0757,W120-B,W126-A,WORLD_120,WORLD_126,World,hard,same_entities_different_date,Zahret Region Paralyzed by Severe Sandstorm,Travel across the Zahret region ground to a halt this week as a severe sandstorm grounded flights and shut down highways due to near-zero visibility.,Zahret Region Hit by Another Sandstorm a Year Later,"A second severe sandstorm struck the Zahret region Wednesday, a year after the previous disruption, again grounding flights and closing highways.",2026-05-01,2027-05-01,Zahret region,Zahret region,Zahret region; travel disruption,Zahret region; second sandstorm,DIFFERENT_EVENT,"Same region and same type of disruption, but the two sandstorms occurred a year apart and are separate incidents."
P0758,W127-A,W129-A,WORLD_127,WORLD_129,World,medium,follow_up,Regional Bloc Announces New Disaster Response Fund,"A regional bloc announced Monday a new fund to support rapid disaster response across member states, with an initial commitment of $500 million.",Disaster Response Fund Deploys First Payouts,"The regional disaster response fund deployed its first payouts Thursday, three months after the fund's initial announcement, supporting flood recovery in a member state.",2026-05-01,2026-08-01,Undisclosed,Undisclosed,regional bloc; disaster response fund,disaster response fund; first payouts,SAME_EVENT,The first payouts are a direct continuation of the same disaster response fund described in the first article.
P0759,W127-B,W127-A,WORLD_127,WORLD_127,World,hard,different_detail_level,How the New Regional Disaster Fund Will Work,"The disaster response fund announced this week will allow member states to request emergency funding within 48 hours of a qualifying disaster, according to details released alongside the announcement, a significant improvement over the bloc's previous response timeline of several weeks. The fund will be financed through member contributions proportional to GDP, officials said, with an independent committee overseeing disbursement decisions to avoid political interference. Several smaller member states welcomed the fund, saying it addresses long-standing concerns about unequal access to disaster relief resources within the bloc.",Regional Bloc Announces New Disaster Response Fund,"A regional bloc announced Monday a new fund to support rapid disaster response across member states, with an initial commitment of $500 million.",2026-05-02,2026-05-01,Undisclosed,Undisclosed,disaster response fund; mechanism details,regional bloc; disaster response fund,SAME_EVENT,The second article gives an in-depth policy analysis of the same disaster fund announcement reported briefly in the first.
P0760,W124-A,W125-A,WORLD_124,WORLD_125,World,very_hard,same_topic_different_event,Heritage Preservation Pact Ratified by Both Governments,"Both governments formally ratified the cultural heritage preservation pact Tuesday, months after it was originally signed, clearing the way for joint restoration work to begin.",Separate Heritage Dispute Emerges Between Different Nations,"A new dispute over a different archaeological site emerged Sunday between two other nations, unrelated to the preservation pact signed earlier this year between a different pair of countries.",2026-08-01,2026-04-20,Undisclosed,Different countries,heritage preservation pact; ratification,heritage dispute; different nations,DIFFERENT_EVENT,"Both are cultural-heritage-related stories, but the ratification concerns the original pact between the first pair of nations while the second article is an unrelated dispute between different countries earlier in the year."
P0761,H120-A,H120-B,HEALTH_120,HEALTH_120,Health,easy,paraphrase,New Arthritis Drug Flexara Approved,"Health regulators approved a new arthritis medication called Flexara on Thursday, clearing it for use in patients with moderate to severe rheumatoid arthritis.",Flexara Cleared for Rheumatoid Arthritis Treatment,"Regulators gave approval this week to Flexara, a new medication for patients with moderate to severe rheumatoid arthritis.",2026-01-01,2026-01-01,Undisclosed,Undisclosed,Flexara; regulatory approval,Flexara; arthritis treatment clearance,SAME_EVENT,Both describe the same Flexara approval for rheumatoid arthritis around the same date.
P0762,H120-C,H120-A,HEALTH_120,HEALTH_120,Health,medium,different_source,Patients React to Approval of New Arthritis Drug,"Arthritis patients and advocacy groups welcomed the approval of Flexara this week, while noting insurance coverage remains uncertain for many.",New Arthritis Drug Flexara Approved,"Health regulators approved a new arthritis medication called Flexara on Thursday, clearing it for use in patients with moderate to severe rheumatoid arthritis.",2026-01-03,2026-01-01,Undisclosed,Undisclosed,Flexara; patient reaction,Flexara; regulatory approval,SAME_EVENT,A patient-reaction piece about the same Flexara approval reported earlier in the week.
P0763,H120-A,H121-A,HEALTH_120,HEALTH_121,Health,easy,same_entity_different_event,New Arthritis Drug Flexara Approved,"Health regulators approved a new arthritis medication called Flexara on Thursday, clearing it for use in patients with moderate to severe rheumatoid arthritis.",Flexara Maker Recalls Unrelated Supplement Product,"The pharmaceutical company behind Flexara issued a recall Thursday for an unrelated over-the-counter supplement, citing a contamination issue unrelated to Flexara.",2026-01-01,2026-05-01,Undisclosed,Undisclosed,Flexara maker; approval,Flexara maker; supplement recall,DIFFERENT_EVENT,"Same pharmaceutical company, but approving Flexara and recalling an unrelated supplement months later are distinct events."
P0764,H120-A,H122-A,HEALTH_120,HEALTH_122,Health,medium,same_topic_different_event,New Arthritis Drug Flexara Approved,"Health regulators approved a new arthritis medication called Flexara on Thursday, clearing it for use in patients with moderate to severe rheumatoid arthritis.",Different Arthritis Drug Approved by Rival Company,"A rival pharmaceutical company received approval Saturday for its own arthritis medication, unrelated to Flexara's approval earlier in the month.",2026-01-01,2026-01-15,Undisclosed,Undisclosed,Flexara; approval,different arthritis drug; different company,DIFFERENT_EVENT,"Both are new arthritis medication approvals within the same month, but they involve two entirely different companies and drugs."
P0765,H123-A,H124-A,HEALTH_123,HEALTH_124,Health,medium,follow_up,Insurance Company Reports Data Breach Affecting Members,"A health insurance company disclosed Sunday that a data breach exposed member records for roughly 200,000 individuals, including claims histories.",Insurance Company Offers Free Credit Monitoring,"The insurance company affected by last week's data breach began offering free credit monitoring services to affected members Tuesday, part of its response to the incident.",2026-02-01,2026-02-10,Undisclosed,Undisclosed,insurance company; data breach,insurance company; credit monitoring,SAME_EVENT,The credit monitoring offer is a direct response to the same data breach described in the first article.
P0766,H123-A,H125-A,HEALTH_123,HEALTH_125,Health,hard,different_incident,Insurance Company Reports Data Breach Affecting Members,"A health insurance company disclosed Sunday that a data breach exposed member records for roughly 200,000 individuals, including claims histories.",Separate Insurer Reports Different Breach,"A different health insurer disclosed its own data breach Thursday, unrelated to the breach reported at a different insurance company earlier in the month.",2026-02-01,2026-02-20,Undisclosed,Undisclosed,insurance company; data breach,different insurer; data breach,DIFFERENT_EVENT,"Both are insurer data breach stories in the same month with similar framing, but they involve two entirely different companies."
P0767,H120-B,H126-A,HEALTH_120,HEALTH_126,Health,hard,same_entities_different_date,Flexara Cleared for Rheumatoid Arthritis Treatment,"Regulators gave approval this week to Flexara, a new medication for patients with moderate to severe rheumatoid arthritis.",Flexara Gets Approval for Broader Patient Group a Year Later,"Regulators granted expanded approval for Flexara Friday, clearing the medication for psoriatic arthritis patients a year after its original rheumatoid arthritis approval.",2026-01-01,2027-01-01,Undisclosed,Undisclosed,Flexara; original approval,Flexara; expanded approval,DIFFERENT_EVENT,"Same medication, but the original approval and a separate expanded approval a year later are distinct regulatory events."
P0768,H127-A,H129-A,HEALTH_127,HEALTH_129,Health,medium,follow_up,Study Finds Cold Exposure Improves Metabolic Health,A new study published Wednesday found that regular brief cold exposure significantly improved metabolic markers among participants over a twelve-week program.,Researchers Expand Cold Exposure Study to More Participants,"Researchers behind the cold-exposure study announced Saturday they are expanding the program to 500 additional participants, building on findings published five months earlier.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,cold exposure; metabolic health study,cold exposure study; expansion,SAME_EVENT,The expanded study is a direct continuation of the same research described in the first article.
P0769,H127-B,H127-A,HEALTH_127,HEALTH_127,Health,hard,different_detail_level,The Numbers Behind the Cold Exposure Study,"The study published this week tracked 250 participants through a twelve-week program involving brief daily cold water immersion, researchers said, finding that participants showed a 15 percent average improvement in insulin sensitivity compared to a control group. The effect was most pronounced among participants who were overweight at the study's start, the study found, though researchers cautioned that the sample size limits how broadly the findings can be generalized. The team said further research is needed to determine optimal exposure duration and frequency for maximum benefit.",Study Finds Cold Exposure Improves Metabolic Health,A new study published Wednesday found that regular brief cold exposure significantly improved metabolic markers among participants over a twelve-week program.,2026-03-02,2026-03-01,Undisclosed,Undisclosed,cold exposure study; statistical details,cold exposure; metabolic health study,SAME_EVENT,The second article provides much richer statistical and clinical detail about the same study reported briefly in the first.
P0770,H124-A,H125-A,HEALTH_124,HEALTH_125,Health,very_hard,same_topic_different_event,Insurance Company Offers Free Credit Monitoring,"The insurance company affected by last week's data breach began offering free credit monitoring services to affected members Tuesday, part of its response to the incident.",Separate Insurer Reports Different Breach,"A different health insurer disclosed its own data breach Thursday, unrelated to the breach reported at a different insurance company earlier in the month.",2026-02-10,2026-02-20,Undisclosed,Undisclosed,insurance company; credit monitoring,different insurer; data breach,DIFFERENT_EVENT,"Both are insurer-data-breach-related stories from the same general period, but the credit monitoring offer concerns the original breach while the second article is an unrelated breach at a different insurer."
P0771,E120-A,E120-B,ENV_120,ENV_120,Environment,easy,paraphrase,Coral Reef Restoration Project Shows Early Success,"A coral reef restoration project reported early success Sunday, with transplanted coral fragments showing a 70 percent survival rate after their first year.",Transplanted Coral Shows Strong Survival in Restoration Project,"A coral restoration effort reported this week that transplanted fragments have achieved a 70 percent survival rate, an encouraging early sign for the year-old project.",2026-06-01,2026-06-01,Undisclosed,Undisclosed,coral reef restoration; survival rate,coral restoration; transplant survival,SAME_EVENT,Both articles describe the same coral restoration project and identical survival rate figure reported the same week.
P0772,E120-C,E120-A,ENV_120,ENV_120,Environment,medium,different_source,Scientists Explain What's Behind the Coral Restoration Success,"The high survival rate reported this week for transplanted coral fragments is due to a new heat-resistant coral strain, researchers explained, a technique that could improve restoration outcomes elsewhere.",Coral Reef Restoration Project Shows Early Success,"A coral reef restoration project reported early success Sunday, with transplanted coral fragments showing a 70 percent survival rate after their first year.",2026-06-03,2026-06-01,Undisclosed,Undisclosed,coral restoration; heat-resistant strain,coral reef restoration; survival rate,SAME_EVENT,A technique-focused follow-up about the same restoration project results announced earlier in the week.
P0773,E120-A,E121-A,ENV_120,ENV_121,Environment,easy,same_entity_different_event,Coral Reef Restoration Project Shows Early Success,"A coral reef restoration project reported early success Sunday, with transplanted coral fragments showing a 70 percent survival rate after their first year.",Same Team Launches Separate Restoration Project Elsewhere,"The same restoration team announced Wednesday it is launching a separate coral project in an unrelated reef system, distinct from its earlier successful transplant effort.",2026-06-01,2026-11-01,Undisclosed,Undisclosed,coral restoration team; original project,coral restoration team; new project,DIFFERENT_EVENT,"Same team, but reporting success on one project and launching an unrelated new project months later are separate events."
P0774,E120-A,E122-A,ENV_120,ENV_122,Environment,medium,same_topic_different_event,Coral Reef Restoration Project Shows Early Success,"A coral reef restoration project reported early success Sunday, with transplanted coral fragments showing a 70 percent survival rate after their first year.",Different Team Reports Separate Restoration Results,"A different restoration team announced its own coral project results Sunday, unrelated to the transplant success reported earlier in the month by a different group.",2026-06-01,2026-06-15,Undisclosed,Undisclosed,coral restoration; team,different coral project; different team,DIFFERENT_EVENT,"Both are coral restoration results published close together, but they involve different projects and completely unrelated teams."
P0775,E123-A,E124-A,ENV_123,ENV_124,Environment,medium,follow_up,River Cleanup Initiative Removes Record Amount of Debris,"A river cleanup initiative removed a record amount of debris Sunday, collecting over 40 tons of trash during its largest single-day event to date.",Cleanup Group Announces Expanded Program After Record Haul,"The organization behind the record river cleanup announced Monday it is expanding the program to two additional rivers, building on last month's record-breaking event.",2026-04-01,2026-05-01,Undisclosed,Undisclosed,river cleanup initiative; record debris,river cleanup; program expansion,SAME_EVENT,The program expansion is a direct continuation of the same cleanup initiative described in the first article.
P0776,E123-A,E125-A,ENV_123,ENV_125,Environment,hard,different_incident,River Cleanup Initiative Removes Record Amount of Debris,"A river cleanup initiative removed a record amount of debris Sunday, collecting over 40 tons of trash during its largest single-day event to date.",Different Cleanup Group Reports Separate River Effort,"A different cleanup organization reported its own river debris removal effort Sunday, unrelated to the record cleanup reported earlier in the month by a different group.",2026-04-01,2026-04-15,Undisclosed,Undisclosed,river cleanup initiative; team,different cleanup group; different river,DIFFERENT_EVENT,"Both are river cleanup stories within the same month with similar framing, but they involve two entirely different organizations and rivers."
P0777,E120-B,E126-A,ENV_120,ENV_126,Environment,hard,same_entities_different_date,Transplanted Coral Shows Strong Survival in Restoration Project,"A coral restoration effort reported this week that transplanted fragments have achieved a 70 percent survival rate, an encouraging early sign for the year-old project.",Coral Restoration Project Reports Second-Year Results,"The coral restoration project reported its second-year survival results Wednesday, a year after its initial success, showing continued strong growth of transplanted fragments.",2026-06-01,2027-06-01,Undisclosed,Undisclosed,coral restoration; transplant survival,coral restoration; second-year results,DIFFERENT_EVENT,"Same project and team, but the initial results and the second-year follow-up results a year later are treated as distinct, separately reported milestones."
P0778,E127-A,E129-A,ENV_127,ENV_129,Environment,medium,follow_up,New Water Filtration Membrane Developed,Researchers announced Sunday the development of a new water filtration membrane capable of removing microplastics with significantly higher efficiency than existing filters.,Filtration Membrane Licensed to Water Treatment Company,"The newly developed filtration membrane has been licensed to a water treatment company, researchers announced Saturday, four months after its initial development.",2026-05-01,2026-09-01,Undisclosed,Undisclosed,water filtration membrane; development,filtration membrane; licensing,SAME_EVENT,The licensing announcement is a direct continuation of the same membrane development described in the first article.
P0779,E127-B,E127-A,ENV_127,ENV_127,Environment,hard,different_detail_level,How the New Filtration Membrane Traps Microplastics,"The membrane announced this week uses a nanostructured surface engineered to trap particles as small as 100 nanometers, researchers explained, a size range that many existing water filters struggle to capture effectively. Lab tests showed the membrane removed over 99 percent of microplastic particles from treated water samples, the team said, while maintaining flow rates comparable to conventional filtration systems. Several municipal water utilities have already expressed interest in piloting the technology for drinking water treatment.",New Water Filtration Membrane Developed,Researchers announced Sunday the development of a new water filtration membrane capable of removing microplastics with significantly higher efficiency than existing filters.,2026-05-02,2026-05-01,Undisclosed,Undisclosed,filtration membrane; material science,water filtration membrane; development,SAME_EVENT,The second article provides much deeper technical detail about the same membrane development reported briefly in the first.
P0780,E124-A,E125-A,ENV_124,ENV_125,Environment,very_hard,same_topic_different_event,Cleanup Group Announces Expanded Program After Record Haul,"The organization behind the record river cleanup announced Monday it is expanding the program to two additional rivers, building on last month's record-breaking event.",Different Cleanup Group Reports Separate River Effort,"A different cleanup organization reported its own river debris removal effort Sunday, unrelated to the record cleanup reported earlier in the month by a different group.",2026-05-01,2026-04-15,Undisclosed,Undisclosed,river cleanup; program expansion,different cleanup group; different river,DIFFERENT_EVENT,"Both are river cleanup stories from around the same period, but the program expansion concerns the original initiative while the second article is an unrelated effort by a different organization."
P0781,C120-A,C120-B,CRIME_120,CRIME_120,Crime,easy,paraphrase,Smuggling Ring Busted at Border Crossing,"Border agents busted a smuggling ring Sunday at a major crossing, seizing contraband goods valued at over $3 million and arresting eight suspects.",Eight Arrested in Border Smuggling Bust,"Authorities arrested eight suspects this week in connection with a smuggling operation at a major border crossing, seizing more than $3 million in contraband.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,smuggling ring; border bust,smuggling ring; eight arrested,SAME_EVENT,Both articles describe the same border smuggling bust and the same eight arrests around the same date.
P0782,C120-C,C120-A,CRIME_120,CRIME_120,Crime,medium,different_source,Inside the Smuggling Operation Agents Dismantled,"The smuggling operation dismantled this week had been active for over a year, investigators said Wednesday, detailing how the ring used concealed vehicle compartments to move contraband across the border.",Smuggling Ring Busted at Border Crossing,"Border agents busted a smuggling ring Sunday at a major crossing, seizing contraband goods valued at over $3 million and arresting eight suspects.",2026-02-03,2026-02-01,Undisclosed,Undisclosed,smuggling ring; operation details,smuggling ring; border bust,SAME_EVENT,An investigative follow-up about the same smuggling bust reported earlier in the week.
P0783,C120-A,C121-A,CRIME_120,CRIME_121,Crime,easy,same_entity_different_event,Smuggling Ring Busted at Border Crossing,"Border agents busted a smuggling ring Sunday at a major crossing, seizing contraband goods valued at over $3 million and arresting eight suspects.",Same Suspects Face Separate Weapons Charges,"The same eight suspects arrested in the smuggling bust now face separate weapons charges, prosecutors announced Sunday, related to firearms found during the original raid.",2026-02-01,2026-06-01,Undisclosed,Undisclosed,smuggling ring; arrests,smuggling ring; weapons charges,DIFFERENT_EVENT,"Same suspects, but the original smuggling arrests and separate weapons charges months later are distinct legal actions."
P0784,C120-A,C122-A,CRIME_120,CRIME_122,Crime,medium,same_topic_different_event,Smuggling Ring Busted at Border Crossing,"Border agents busted a smuggling ring Sunday at a major crossing, seizing contraband goods valued at over $3 million and arresting eight suspects.",Different Smuggling Ring Busted Elsewhere,"A separate smuggling ring was busted Friday at a different border crossing, unrelated to the operation dismantled earlier in the month.",2026-02-01,2026-02-15,Undisclosed,Different border crossing,smuggling ring; arrests,different smuggling ring; different crossing,DIFFERENT_EVENT,"Both are border smuggling bust stories within the same month with similar framing, but they involve two entirely different operations and crossings."
P0785,C123-A,C124-A,CRIME_123,CRIME_124,Crime,medium,follow_up,Extortion Scheme Targeting Small Businesses Uncovered,"Police uncovered an extortion scheme Sunday targeting small businesses, arresting three suspects accused of demanding protection payments.",Extortion Suspects Sentenced,"The three suspects in the small business extortion scheme were sentenced Monday, months after the scheme was uncovered and dismantled.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,extortion scheme; arrests,extortion suspects; sentencing,SAME_EVENT,The sentencing is a direct continuation of the same extortion scheme described in the first article.
P0786,C123-A,C125-A,CRIME_123,CRIME_125,Crime,hard,different_incident,Extortion Scheme Targeting Small Businesses Uncovered,"Police uncovered an extortion scheme Sunday targeting small businesses, arresting three suspects accused of demanding protection payments.",Separate Extortion Scheme Reported in Different City,"A different city reported an unrelated extortion scheme Wednesday, separate from the scheme dismantled elsewhere earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Different city,extortion scheme; arrests,different city; extortion scheme,DIFFERENT_EVENT,"Both are extortion-scheme stories from the same general period with similar framing, but they involve two entirely different cities and separate schemes."
P0787,C120-B,C126-A,CRIME_120,CRIME_126,Crime,hard,same_entities_different_date,Eight Arrested in Border Smuggling Bust,"Authorities arrested eight suspects this week in connection with a smuggling operation at a major border crossing, seizing more than $3 million in contraband.",Smuggling Ring Leaders' Trial Begins a Year Later,"The trial for the leaders of the border smuggling ring began Monday, a year after the original bust and arrests.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,smuggling ring; eight arrested,smuggling ring leaders; trial begins,DIFFERENT_EVENT,"Same case and same suspects, but the original bust and the trial beginning a year later are treated as distinct, separately reported milestones."
P0788,C127-A,C129-A,CRIME_127,CRIME_129,Crime,medium,follow_up,Human Trafficking Ring Dismantled in International Operation,Law enforcement agencies from five countries announced Sunday they have dismantled a human trafficking ring responsible for exploiting victims across multiple borders.,Arrests Announced in Human Trafficking Case,"Authorities announced the arrest of nine suspects Friday connected to the trafficking ring dismantled earlier this month, following coordinated raids.",2026-04-01,2026-05-01,International,International,human trafficking ring; operation,human trafficking; arrests,SAME_EVENT,The arrests are a direct continuation of the same international trafficking operation described in the first article.
P0789,C127-B,C127-A,CRIME_127,CRIME_127,Crime,hard,different_detail_level,Inside the Operation That Dismantled a Trafficking Ring,"The operation that dismantled the trafficking ring this week involved over a year of coordinated surveillance across five countries, investigators said, detailing how financial intelligence units traced payments through a network of shell companies used to launder proceeds. The ring is believed to have exploited dozens of victims across multiple borders, investigators said, with the operation's success relying heavily on a joint task force established specifically to address cross-border trafficking cases.",Human Trafficking Ring Dismantled in International Operation,Law enforcement agencies from five countries announced Sunday they have dismantled a human trafficking ring responsible for exploiting victims across multiple borders.,2026-04-02,2026-04-01,International,International,human trafficking; operation details,human trafficking ring; operation,SAME_EVENT,The second article provides much deeper investigative detail about the same trafficking takedown reported briefly in the first.
P0790,C124-A,C125-A,CRIME_124,CRIME_125,Crime,very_hard,same_topic_different_event,Extortion Suspects Sentenced,"The three suspects in the small business extortion scheme were sentenced Monday, months after the scheme was uncovered and dismantled.",Separate Extortion Scheme Reported in Different City,"A different city reported an unrelated extortion scheme Wednesday, separate from the scheme dismantled elsewhere earlier in the month.",2026-08-01,2026-03-10,Undisclosed,Different city,extortion suspects; sentencing,different city; extortion scheme,DIFFERENT_EVENT,"Both are extortion-related stories, but the sentencing concerns the original dismantled scheme while the second article is an unrelated extortion scheme in a different city months earlier."
P0791,EN120-A,EN120-B,ENT_120,ENT_120,Entertainment,easy,paraphrase,Indie Filmmaker Wins Top Prize at Film Festival,"An independent filmmaker won the top prize at the film festival Sunday, a breakout moment for a director previously known only in niche festival circuits.",Indie Director's Film Takes Festival's Top Honor,"An independent film claimed the festival's top prize this week, marking a breakthrough for its director after years on the festival circuit.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,indie filmmaker; festival top prize,indie director; festival honor,SAME_EVENT,Both articles describe the same festival top prize win by the same director on the same date.
P0792,EN120-C,EN120-A,ENT_120,ENT_120,Entertainment,medium,different_source,Critics Praise Surprise Festival Winner,"Film critics offered strong praise this week for the surprise festival winner, with several calling it one of the most assured debuts in years.",Indie Filmmaker Wins Top Prize at Film Festival,"An independent filmmaker won the top prize at the film festival Sunday, a breakout moment for a director previously known only in niche festival circuits.",2026-03-02,2026-03-01,Undisclosed,Undisclosed,festival winner; critic reaction,indie filmmaker; festival top prize,SAME_EVENT,A critic-reaction piece about the same festival win reported a day earlier.
P0793,EN120-A,EN121-A,ENT_120,ENT_121,Entertainment,easy,same_entity_different_event,Indie Filmmaker Wins Top Prize at Film Festival,"An independent filmmaker won the top prize at the film festival Sunday, a breakout moment for a director previously known only in niche festival circuits.",Director Announces Next Project Unrelated to Festival Win,"The filmmaker who won the festival's top prize announced a new unrelated project Wednesday, a documentary set in a different genre entirely.",2026-03-01,2026-06-01,Undisclosed,Undisclosed,filmmaker; festival win,filmmaker; next project,DIFFERENT_EVENT,"Same filmmaker, but winning a festival prize and announcing an unrelated new project months later are separate events."
P0794,EN120-A,EN122-A,ENT_120,ENT_122,Entertainment,medium,same_topic_different_event,Indie Filmmaker Wins Top Prize at Film Festival,"An independent filmmaker won the top prize at the film festival Sunday, a breakout moment for a director previously known only in niche festival circuits.",Different Film Wins Rival Festival's Top Prize,"A different film won the top prize at a rival festival Tuesday, unrelated to the win announced by a different festival earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,indie filmmaker; festival win,different film; rival festival win,DIFFERENT_EVENT,"Both are film festival top prize stories in the same month, but they come from two unrelated, competing festivals."
P0795,EN123-A,EN124-A,ENT_123,ENT_124,Entertainment,medium,follow_up,Broadway Show Announces Cast Album Release,"A hit Broadway show announced Sunday it will release a cast recording album next month, capturing the production's original cast performances.",Broadway Cast Album Debuts at Number One,"The cast recording album debuted at number one on the cast album charts Monday, a month after its release was originally announced.",2026-02-01,2026-04-01,Undisclosed,Undisclosed,Broadway show; cast album announcement,Broadway cast album; chart debut,SAME_EVENT,The chart debut is a direct continuation of the same cast album release described in the first article.
P0796,EN123-A,EN125-A,ENT_123,ENT_125,Entertainment,hard,different_incident,Broadway Show Announces Cast Album Release,"A hit Broadway show announced Sunday it will release a cast recording album next month, capturing the production's original cast performances.",Different Broadway Show Announces Unrelated Cast Album,"A separate Broadway show announced its own cast album Sunday, unrelated to the recording announced by a different production earlier in the month.",2026-02-01,2026-02-15,Undisclosed,Undisclosed,Broadway show; cast album,different Broadway show; different album,DIFFERENT_EVENT,"Both are Broadway cast album announcements within the same month with similar framing, but they involve two entirely different productions."
