"pair_id","article_a_id","article_b_id","event_a_id","event_b_id","category","difficulty","relationship_type","article_a_title","article_a_text","article_b_title","article_b_text","date_a","date_b","location_a","location_b","entities_a","entities_b","ground_truth","reason"
"P0443","B050-A","B052-A","BIZ_050","BIZ_052","Business","medium","same_entity_different_event","Ardent Foods to Buy Copperline Bakery for 1.1 Billion","Ardent Foods said Thursday it had agreed to acquire Copperline Bakery in a cash deal valued at 1.1 billion, adding a regional bread and pastry business to its portfolio. Ardent expects the transaction to close in the first quarter, subject to competition clearance. Copperline's four plants will continue operating under their existing brand.","Ardent Foods Posts Quarterly Loss on Commodity Costs","Ardent Foods reported a loss of 84 million for the third quarter, citing higher wheat and packaging costs that it was unable to pass on fully to retailers. Revenue was broadly flat. The company narrowed its full-year margin guidance and said it had begun renegotiating supply contracts.","2026-10-15","2026-11-10","Chicago, USA","Chicago, USA","Ardent Foods; Copperline Bakery; acquisition","Ardent Foods; quarterly loss; margin guidance","DIFFERENT_EVENT","Same company weeks apart, but an acquisition announcement and an earnings release are distinct corporate events."
"P0444","B053-A","B053-B","BIZ_053","BIZ_053","Business","medium","different_source","Halberd Airways Orders 40 Lumair Narrowbodies","Halberd Airways has placed a firm order for 40 single-aisle aircraft from Lumair, with deliveries scheduled between 2029 and 2033. The carrier said the jets will replace older equipment on regional routes rather than expand the fleet, and that seat numbers across the network would be broadly unchanged when the programme completes. List prices were not disclosed and airlines typically negotiate substantial discounts on orders of this size. Halberd said it retains options on a further fifteen aircraft that must be exercised by 2030. Financing arrangements are still being finalised with a group of lessors.","Lumair Wins Fleet Renewal Deal With Singapore Carrier","Aircraft maker Lumair has secured a commitment for 40 narrowbody jets from Halberd Airways, a deal announced at an industry event in Singapore. Halberd executives described the purchase as a replacement programme, with the first handovers due at the end of the decade. Neither side gave a value for the agreement.","2027-03-02","2027-03-02","Singapore","Singapore","Halberd Airways; Lumair; narrowbody order","Lumair; Halberd Airways; fleet renewal","SAME_EVENT","Same aircraft order announced on the same day, told from the buyer's perspective in one article and the manufacturer's in the other."
"P0445","B053-A","B054-A","BIZ_053","BIZ_054","Business","very_hard","same_entities_different_date","Halberd Airways Orders 40 Lumair Narrowbodies","Halberd Airways has placed a firm order for 40 single-aisle aircraft from Lumair, with deliveries scheduled between 2029 and 2033. The carrier said the jets will replace older equipment on regional routes rather than expand the fleet, and that seat numbers across the network would be broadly unchanged when the programme completes. List prices were not disclosed and airlines typically negotiate substantial discounts on orders of this size. Halberd said it retains options on a further fifteen aircraft that must be exercised by 2030. Financing arrangements are still being finalised with a group of lessors.","Halberd Adds Order for 12 Lumair Widebodies","Halberd Airways has ordered 12 twin-aisle aircraft from Lumair for long-haul routes, with deliveries beginning in 2031. The carrier said the order supports planned expansion into new markets rather than replacement of existing capacity. Terms were not disclosed.","2027-03-02","2028-03-06","Singapore","Singapore","Halberd Airways; Lumair; narrowbody order","Halberd Airways; Lumair; widebody order","DIFFERENT_EVENT","Same airline, same manufacturer, same city and closely parallel phrasing, but two separate orders a year apart for different aircraft types and purposes."
"P0446","B055-A","B055-B","BIZ_055","BIZ_055","Business","medium","different_detail_level","Silverbrook Group Prices IPO at 24 a Share","Silverbrook Group priced its initial public offering at 24 a share on Wednesday, at the top of its indicated range, raising 620 million. Conditional dealings begin Thursday and the company intends to use most of the proceeds to repay debt.","Silverbrook Sets IPO Price at Top of Range","The industrial services group Silverbrook has priced its flotation at 24 a share, the upper end of the range it published to investors, raising about 620 million before fees. Bankers said the order book was covered several times over, with demand concentrated among institutional funds and relatively little allocated to retail intermediaries. Conditional dealings begin Thursday and unconditional trading the following week. Silverbrook intends to use most of the proceeds to repay debt taken on during a leveraged acquisition three years ago, leaving net borrowings at roughly one and a half times earnings on completion. Existing owners retain a stake of about 31 percent, subject to a lock-up running to the first full-year results. The company operates maintenance contracts across water utilities and rail infrastructure, a mix management describes as long-dated and resistant to economic cycles.","2026-09-24","2026-09-24","London, UK","London, UK","Silverbrook Group; IPO pricing","Silverbrook Group; flotation; institutional investors","SAME_EVENT","Short pricing item and a longer account of the same IPO pricing on the same date."
"P0447","B055-A","B056-A","BIZ_055","BIZ_056","Business","hard","same_entity_different_event","Silverbrook Group Prices IPO at 24 a Share","Silverbrook Group priced its initial public offering at 24 a share on Wednesday, at the top of its indicated range, raising 620 million. Conditional dealings begin Thursday and the company intends to use most of the proceeds to repay debt.","Silverbrook Shares Slide After First Results as a Public Company","Silverbrook Group shares fell 14 percent on Friday after the company reported margins below the guidance it gave at flotation, blaming delayed contract awards in its maintenance division. Management said the pipeline remained intact and that work had shifted rather than disappeared. The stock closed below its offer price for the first time.","2026-09-24","2026-12-11","London, UK","London, UK","Silverbrook Group; IPO pricing","Silverbrook Group; first results; share slide","DIFFERENT_EVENT","Same company and a linked storyline, but the IPO pricing and the later results-day sell-off are separate events months apart."
"P0448","B057-A","B057-B","BIZ_057","BIZ_057","Business","medium","different_style","Vantram Motors to Cut 900 Jobs at Graz Plant","Vantram Motors said Wednesday it would reduce headcount at its Graz assembly plant by about 900 positions over eighteen months, citing slower demand for its mid-size models. The company said it would rely on voluntary departures and early retirement where possible, and that compulsory redundancies were not planned in the first phase. Works council representatives were informed the same morning and said they would seek guarantees covering the remaining lines before agreeing terms. The plant currently employs around 6,400 people across two shifts, with a third shift having been discontinued last year. Management said the mid-size segment had contracted faster than forecast across the region, with buyers moving both to smaller vehicles and to larger models with higher margins, leaving the middle of the range exposed. Production of one model will be consolidated onto a single line by the end of next year. Vantram said the Graz site would continue to build two other models and would take on assembly of a derivative version from 2029, a commitment the works council described as necessary but insufficient. Regional politicians asked for a meeting with the company before any formal notification period begins. The announcement follows similar reductions at two supplier firms in the same region earlier in the year, and industry associations said the local supply base would feel the effect within months.","Graz Job Cuts Show Where Vantram Thinks Demand Is Going","The 900 positions Vantram Motors plans to remove in Graz are concentrated on lines building mid-size cars, which tells you more about the company's forecast than its statement does. Management has promised to lean on voluntary exits, an approach that softens the immediate impact but stretches the process over a year and a half. The works council will be central to how quickly that goes.","2027-01-14","2027-01-16","Graz, Austria","Graz, Austria","Vantram Motors; Graz plant; job cuts; works council","Vantram Motors; Graz; voluntary exits; works council","SAME_EVENT","News report and a later analysis of the identical job-cut announcement at the same plant, the analysis appearing two days afterwards."
"P0449","B057-A","B058-A","BIZ_057","BIZ_058","Business","hard","same_entity_different_event","Vantram Motors to Cut 900 Jobs at Graz Plant","Vantram Motors said Wednesday it would reduce headcount at its Graz assembly plant by about 900 positions over eighteen months, citing slower demand for its mid-size models. The company said it would rely on voluntary departures and early retirement where possible, and that compulsory redundancies were not planned in the first phase. Works council representatives were informed the same morning and said they would seek guarantees covering the remaining lines before agreeing terms. The plant currently employs around 6,400 people across two shifts, with a third shift having been discontinued last year. Management said the mid-size segment had contracted faster than forecast across the region, with buyers moving both to smaller vehicles and to larger models with higher margins, leaving the middle of the range exposed. Production of one model will be consolidated onto a single line by the end of next year. Vantram said the Graz site would continue to build two other models and would take on assembly of a derivative version from 2029, a commitment the works council described as necessary but insufficient. Regional politicians asked for a meeting with the company before any formal notification period begins. The announcement follows similar reductions at two supplier firms in the same region earlier in the year, and industry associations said the local supply base would feel the effect within months.","Vantram Commits 700 Million to Battery Assembly Site","Vantram Motors announced an investment of 700 million in a battery pack assembly facility near Linz, expected to create around 600 jobs from 2029. The company said the site would supply its own plants rather than external customers. Regional authorities are contributing infrastructure works.","2027-01-14","2027-02-19","Graz, Austria","Linz, Austria","Vantram Motors; Graz plant; job cuts","Vantram Motors; Linz battery site; investment","DIFFERENT_EVENT","Same manufacturer in the same country, but a job-cut announcement and a separate investment decision at a different site five weeks later."
"P0450","B059-A","B059-B","BIZ_059","BIZ_059","Business","easy","paraphrase","Marrowfield Cuts Prices on 500 Grocery Lines","The supermarket chain Marrowfield said it had lowered prices on around 500 products from Monday, concentrating on fresh produce, dairy and household staples. The company said the reductions are permanent rather than promotional. Marrowfield operates 340 stores.","Supermarket Drops Prices Across Staples Range","Marrowfield has reduced shelf prices on roughly 500 items, saying the cuts to milk, vegetables and cleaning products will stay in place rather than run as a limited offer. The chain, which has 340 outlets, applied the new prices at the start of the week.","2026-11-04","2026-11-04","Manchester, UK","Manchester, UK","Marrowfield; price cuts; grocery staples","Marrowfield; shelf prices; supermarket chain","SAME_EVENT","Same permanent price-cut announcement by the same chain on the same day, differently worded."
"P0451","B059-A","B060-A","BIZ_059","BIZ_060","Business","hard","different_incident","Marrowfield Cuts Prices on 500 Grocery Lines","The supermarket chain Marrowfield said it had lowered prices on around 500 products from Monday, concentrating on fresh produce, dairy and household staples. The company said the reductions are permanent rather than promotional. Marrowfield operates 340 stores.","Beckwith Answers With Cuts on 700 Products","Beckwith Stores said it had reduced prices on about 700 lines, including bread, tinned goods and pet food, effective Wednesday. The chain said the move reflects lower input costs rather than a response to competitors, though analysts noted the timing. Beckwith runs 512 stores.","2026-11-04","2026-11-06","Manchester, UK","Leeds, UK","Marrowfield; price cuts; grocery staples","Beckwith Stores; price cuts; competitors","DIFFERENT_EVENT","Two different retailers announcing their own price reductions two days apart, with different scope and store counts despite near-identical framing."
"P0452","B061-A","B061-B","BIZ_061","BIZ_061","Business","medium","entity_normalization","Pellhouse Raises 90 Million in Series B","Pellhouse, a payments firm serving small merchants, has closed a 90 million Series B round led by Ridgemont Partners. The company said the money will fund expansion into two additional markets and a doubling of its engineering team. Existing backers participated.","Small-Merchant Payments Startup Lands Fresh Funding","A four-year-old payments company focused on independent retailers has raised 90 million in a round led by an established growth investor. The startup, which operates under the Pellhouse brand, said the capital supports entry into new markets and hiring across engineering. Earlier investors joined the round.","2027-04-08","2027-04-08","Lisbon, Portugal","Lisbon, Portugal","Pellhouse; Series B; Ridgemont Partners","Pellhouse; funding round; growth investor","SAME_EVENT","Same funding round on the same date, with the lead investor named in one article and described only by type in the other."
"P0453","B061-A","B062-A","BIZ_061","BIZ_062","Business","hard","same_topic_different_event","Pellhouse Raises 90 Million in Series B","Pellhouse, a payments firm serving small merchants, has closed a 90 million Series B round led by Ridgemont Partners. The company said the money will fund expansion into two additional markets and a doubling of its engineering team. Existing backers participated.","Quaymark Closes 75 Million Round for Merchant Lending","Quaymark, which provides short-term credit to independent shops, has raised 75 million in a Series B led by Halversen Capital. The company said funds will support underwriting capacity and a move into two neighbouring markets. Founders retain a majority of voting rights.","2027-04-08","2027-04-22","Lisbon, Portugal","Madrid, Spain","Pellhouse; Series B; Ridgemont Partners","Quaymark; Series B; Halversen Capital","DIFFERENT_EVENT","Two different startups raising similar-sized rounds two weeks apart in the same sector, with different investors and cities."
"P0454","B063-A","B063-B","BIZ_063","BIZ_063","Business","easy","different_source","Norlantic Adds Congestion Surcharge on Northern Routes","The shipping line Norlantic will apply a congestion surcharge of 220 per container on northern European routes from June, citing berth delays that it said have lengthened round trips by three days. Customers were notified by circular. The charge will be reviewed monthly.","Shippers Face New Charge as Port Delays Persist","Exporters using Norlantic's northern services will pay an additional fee per box from next month after the carrier said waiting times at several terminals had added days to each rotation. The line told customers the surcharge would be reassessed at monthly intervals depending on berth availability. Freight forwarders said the cost would be passed to cargo owners.","2027-05-12","2027-05-12","Hamburg, Germany","Hamburg, Germany","Norlantic; congestion surcharge; northern routes","Norlantic; surcharge; freight forwarders","SAME_EVENT","Same surcharge announcement on the same day, one article written from the carrier notice and the other from the customer side."
"P0455","B064-A","B064-B","BIZ_064","BIZ_064","Business","medium","breaking_update","Ashwood Mutual and Penrose Agree Merger Terms","Ashwood Mutual and Penrose Insurance said Wednesday they had agreed terms on a merger that would create the third-largest general insurer in the market. Both boards recommended the deal, which needs member and regulatory approval.","Ashwood-Penrose Deal Would Be All-Share, Firms Confirm","The merger agreed between Ashwood Mutual and Penrose Insurance will be structured as an all-share transaction with Ashwood policyholders receiving a 54 percent interest in the combined entity, the companies said later on Wednesday. The enlarged group would hold about 11 percent of the general insurance market, placing it behind two larger competitors. Both boards recommended the deal, which needs member and regulatory approval, with a members' vote expected in the new year. Executives said the combination would produce annual cost savings in the region of 90 million by the third year, largely through consolidating claims handling and retiring one of two policy administration systems. No branch closures were announced, though the companies acknowledged overlap in three regional offices. Ratings agencies placed both entities on review with positive implications following the statement.","2026-10-28","2026-10-28","Edinburgh, UK","Edinburgh, UK","Ashwood Mutual; Penrose Insurance; merger","Ashwood Mutual; Penrose Insurance; all-share merger; boards","SAME_EVENT","Initial confirmation and a same-day update adding structure and ownership split for the identical merger agreement."
"P0456","B064-A","B065-A","BIZ_064","BIZ_065","Business","hard","follow_up","Ashwood Mutual and Penrose Agree Merger Terms","Ashwood Mutual and Penrose Insurance said Wednesday they had agreed terms on a merger that would create the third-largest general insurer in the market. Both boards recommended the deal, which needs member and regulatory approval.","Ashwood Members Vote Down Penrose Merger","Ashwood Mutual members rejected the proposed merger with Penrose Insurance at a special meeting, with 46 percent voting in favour against a required threshold of 75 percent. The board said it accepted the outcome and would not bring a revised proposal this year. Penrose said it would pursue growth independently.","2026-10-28","2027-01-20","Edinburgh, UK","Edinburgh, UK","Ashwood Mutual; Penrose Insurance; merger terms","Ashwood Mutual members; merger rejection; Penrose Insurance","DIFFERENT_EVENT","Same two companies and the same transaction storyline, but the terms agreement and the members' rejection nearly three months later are distinct events with opposite outcomes."
"P0457","B066-A","B066-B","BIZ_066","BIZ_066","Business","easy","paraphrase","Torrin Group Names New Chief Executive","Torrin Group has appointed Ilse Wagner as chief executive, effective 1 September, succeeding a leader who announced his retirement in March. Wagner has run the group's industrial coatings division for six years. The board said the appointment followed an internal and external search.","Wagner Promoted to Lead Torrin Group","The board of Torrin Group has chosen Ilse Wagner, currently head of its coatings business, as its next chief executive. She takes over at the start of September from the outgoing leader who signalled his departure earlier in the year. Directors said candidates from outside the company had also been considered.","2027-06-17","2027-06-17","Basel, Switzerland","Basel, Switzerland","Torrin Group; Ilse Wagner; chief executive appointment","Torrin Group; Ilse Wagner; board","SAME_EVENT","Same executive appointment announced on the same day in different phrasing."
"P0458","B067-A","B067-B","BIZ_067","BIZ_067","Business","hard","different_source","Central Bank of Tavura Holds Rates at 3.25 Percent","Tavura's central bank left its policy rate unchanged at 3.25 percent on Thursday, breaking a run of three consecutive reductions. The rate-setting committee said services inflation had proved stickier than projected. Two of the nine members voted for a further cut.","Rate Cutting Pauses in Tavura as Services Prices Hold Up","Policymakers in Tavura have paused an easing cycle, keeping borrowing costs where they are after three successive moves lower. The committee pointed to price pressure in services as the reason for waiting, though a minority pushed for another reduction. Bond yields rose modestly after the statement.","2027-03-18","2027-03-18","Tavura City, Tavura","Tavura City, Tavura","Central Bank of Tavura; policy rate; rate-setting committee","Tavura policymakers; borrowing costs; committee minority","SAME_EVENT","Both articles report the same rate decision by the same committee on the same day, one naming the institution and rate level and the other describing the pause and market reaction."
"P0459","B068-A","B068-B","BIZ_068","BIZ_068","Business","medium","different_detail_level","Coastal Ferry Operator Reports Record Passenger Numbers","Stroma Ferries carried 4.1 million passengers last year, its highest annual total, the company said.","Stroma Ferries Sets Passenger Record as New Vessels Enter Service","Stroma Ferries said it moved 4.1 million passengers over the year, exceeding its previous best by roughly nine percent, after two additional vessels joined the fleet in spring. The operator attributed part of the increase to more frequent sailings on its shortest crossing, where capacity had constrained demand for years. Freight volumes rose more modestly. The company said fares would be held at current levels through the next season.","2027-02-09","2027-02-09","Aberdeen, UK","Aberdeen, UK","Stroma Ferries; passenger record","Stroma Ferries; passenger record; new vessels; freight volumes","SAME_EVENT","Same annual results disclosure on the same day, one a single-sentence item and the other a fuller report."
"P0460","B069-A","B069-B","BIZ_069","BIZ_069","Business","very_hard","different_style","Hallam Retail Warns on Full-Year Profit","Hallam Retail told the market on Monday that full-year profit would fall roughly 12 percent below its earlier guidance, blaming weak sales of home furnishings and higher markdowns to clear stock. Shares dropped sharply in early trading. The company said cost reductions announced in the autumn remain on track.","Hallam's Warning Is About Stock, Not Shoppers","The profit shortfall flagged by Hallam Retail on Monday came with a detail worth dwelling on: markdowns, not footfall, did most of the damage. The retailer bought too much furniture for a season that did not arrive, and clearing it cost margin rather than volume. Management insists the autumn cost programme is unaffected, which is the part investors will test at the next update.","2027-09-13","2027-09-14","Birmingham, UK","Birmingham, UK","Hallam Retail; profit warning; markdowns","Hallam Retail; profit shortfall; markdowns; cost programme","SAME_EVENT","A market report and a columnist's reading of the identical profit warning, the column running the following morning, sharing no sentences and using opposite emphases."
"P0461","SP050-A","SP050-B","SPORT_050","SPORT_050","Sports","easy","paraphrase","Halbrook City Wins Cup Final 2-1","Halbrook City lifted the domestic cup on Saturday after beating Denmoor Rangers 2-1, with the winning goal arriving in the 84th minute from a corner. It is the club's first cup success in nineteen years and its first trophy since promotion four seasons ago. Denmoor had equalised early in the second half through a deflected shot that wrong-footed the goalkeeper. Halbrook's captain, playing his final match before a move abroad, was named man of the match. The club said an open-top parade would take place on Monday afternoon.","Late Header Settles Cup Final for Halbrook","A header six minutes from time gave Halbrook City a 2-1 win over Denmoor Rangers in the cup final, ending a wait of almost two decades for silverware. Denmoor had drawn level after the interval when a shot took a deflection past the keeper. Halbrook held on through five minutes of stoppage time.","2027-05-22","2027-05-22","Halbrook, UK","Halbrook, UK","Halbrook City; Denmoor Rangers; cup final","Halbrook City; Denmoor Rangers; cup final","SAME_EVENT","Same cup final on the same date reported with different detail selection and wording."
"P0462","SP050-A","SP051-A","SPORT_050","SPORT_051","Sports","medium","same_entity_different_event","Halbrook City Wins Cup Final 2-1","Halbrook City lifted the domestic cup on Saturday after beating Denmoor Rangers 2-1, with the winning goal arriving in the 84th minute from a corner. It is the club's first cup success in nineteen years and its first trophy since promotion four seasons ago. Denmoor had equalised early in the second half through a deflected shot that wrong-footed the goalkeeper. Halbrook's captain, playing his final match before a move abroad, was named man of the match. The club said an open-top parade would take place on Monday afternoon.","Halbrook City Dismisses Manager After Poor Start","Halbrook City has removed head coach Petar Grbic following a run of one point from five league matches at the start of the season. The club said an interim appointment would be confirmed within days. Grbic had been in charge for two and a half years.","2027-05-22","2027-08-11","Halbrook, UK","Halbrook, UK","Halbrook City; Denmoor Rangers; cup final","Halbrook City; Petar Grbic; managerial dismissal","DIFFERENT_EVENT","Same club, but a cup final win and a managerial dismissal nearly three months later are separate events."
"P0463","SP050-C","SP050-D","SPORT_050","SPORT_050","Sports","medium","different_source","Nineteen Years of Waiting Ends for Halbrook Supporters","Thousands of Halbrook City supporters stayed in the stands long after the final whistle on Saturday as the squad brought the trophy to the touchline. The club had not won the competition since a side of largely local players took it in the late 2000s. Manager Petar Grbic said the group had earned the moment.","Denmoor Left to Reflect on Set-Piece Lapse","Denmoor Rangers will look hard at the corner that decided Saturday's final, delivered to the near post and met without a challenge. Having recovered from a goal down early in the second half, the side conceded with six minutes left. Denmoor's coach said the equaliser had left his players believing the game was there to be taken.","2027-05-22","2027-05-22","Halbrook, UK","Halbrook, UK","Halbrook City; supporters; Petar Grbic","Denmoor Rangers; set-piece; coach","SAME_EVENT","Two outlets covering the same final from opposite touchlines, one on the winners' celebrations and one on the losing side's decisive lapse."
"P0464","SP050-A","SP052-A","SPORT_050","SPORT_052","Sports","medium","same_entity_different_event","Halbrook City Wins Cup Final 2-1","Halbrook City lifted the domestic cup on Saturday after beating Denmoor Rangers 2-1, with the winning goal arriving in the 84th minute from a corner. It is the club's first cup success in nineteen years and its first trophy since promotion four seasons ago. Denmoor had equalised early in the second half through a deflected shot that wrong-footed the goalkeeper. Halbrook's captain, playing his final match before a move abroad, was named man of the match. The club said an open-top parade would take place on Monday afternoon.","Denmoor Rangers Sign Striker Tomas Ilves","Denmoor Rangers have signed forward Tomas Ilves on a four-year contract, the club's first arrival of the transfer window. Ilves scored eleven league goals last season for his previous club. Denmoor did not disclose the fee.","2027-05-22","2027-06-30","Halbrook, UK","Denmoor, UK","Halbrook City; Denmoor Rangers; cup final","Denmoor Rangers; Tomas Ilves; transfer","DIFFERENT_EVENT","Denmoor Rangers appear in both, but a cup final and a transfer signing five weeks later are unrelated events."
"P0465","SP053-A","SP053-B","SPORT_053","SPORT_053","Sports","medium","different_detail_level","Renard Breaks National 200m Butterfly Record","Ivy Renard set a national record of 2:04.11 in the 200m butterfly at the national championships in Adelaide on Saturday, taking half a second off a mark that had stood for six years.","Renard Takes National Butterfly Record by Half a Second","Ivy Renard lowered the national mark in the 200m butterfly to 2:04.11 at the Adelaide championships, taking just over half a second off a record that had stood for six years. Renard was fourth at the halfway point before moving through the field on the third length, a pattern her coach said had been rehearsed deliberately in training over the past four months. She said afterwards that the swim was faster than her coaching group had planned for this stage of the season, and that selection targets for the international meet remained the priority rather than times. The previous record holder, now retired, was in the stands. Renard also qualified for the 100m final later in the programme and indicated she would swim it rather than rest.","2027-04-03","2027-04-03","Adelaide, Australia","Adelaide, Australia","Ivy Renard; 200m butterfly; national record","Ivy Renard; national championships; 200m butterfly","SAME_EVENT","A one-line result and a full race report on the identical swim at the same meet."
"P0466","SP053-A","SP054-A","SPORT_053","SPORT_054","Sports","hard","same_person_different_event","Renard Breaks National 200m Butterfly Record","Ivy Renard set a national record of 2:04.11 in the 200m butterfly at the national championships in Adelaide on Saturday, taking half a second off a mark that had stood for six years.","Renard Withdraws From International Meet With Shoulder Injury","Ivy Renard has pulled out of next month's international championships after a shoulder problem that emerged during training, her federation said. Renard will begin a rehabilitation programme and is expected to return for the short-course season. A reserve swimmer takes her place in the butterfly events.","2027-04-03","2027-06-15","Adelaide, Australia","Brisbane, Australia","Ivy Renard; 200m butterfly; national record","Ivy Renard; shoulder injury; withdrawal","DIFFERENT_EVENT","Same athlete and same discipline, but a record-setting swim and a later injury withdrawal are distinct events ten weeks apart."
"P0467","SP055-A","SP055-B","SPORT_055","SPORT_055","Sports","medium","different_style","Ferraro Wins Monte Ardua Classic","Matteo Ferraro won the Monte Ardua one-day classic on Sunday, attacking on the final climb and finishing 34 seconds clear of the chasing group. It is his first win in the race. Rain fell over the closing eighty kilometres.","How Ferraro Judged the Ardua Finale","Ferraro's move on the last ascent at Monte Ardua looked impulsive and was anything but: the group behind had already burned its strongest riders on the preceding descent, and the gap was over thirty seconds by the summit. Wet roads through the final third of the race narrowed the options for anyone hoping to chase. It is a first victory here for a rider who has finished close before.","2027-04-18","2027-04-20","Monte Ardua, Italy","Monte Ardua, Italy","Matteo Ferraro; Monte Ardua classic","Matteo Ferraro; Monte Ardua; final climb","SAME_EVENT","Race report and a tactical analysis of the same one-day race, the analysis published two days after the finish."
"P0468","SP055-A","SP056-A","SPORT_055","SPORT_056","Sports","very_hard","same_entities_different_date","Ferraro Wins Monte Ardua Classic","Matteo Ferraro won the Monte Ardua one-day classic on Sunday, attacking on the final climb and finishing 34 seconds clear of the chasing group. It is his first win in the race. Rain fell over the closing eighty kilometres.","Ferraro Defends Monte Ardua Title in Solo Move","Matteo Ferraro took the Monte Ardua classic for a second consecutive year, going clear on the last climb and holding 41 seconds at the line. Conditions were dry throughout. Ferraro said the field had watched him more closely than in his first win here.","2027-04-18","2028-04-16","Monte Ardua, Italy","Monte Ardua, Italy","Matteo Ferraro; Monte Ardua classic","Matteo Ferraro; Monte Ardua classic; title defence","DIFFERENT_EVENT","Same rider, same race and almost the same winning move, but these are separate editions a year apart with different margins and weather."
"P0469","SP057-A","SP057-B","SPORT_057","SPORT_057","Sports","easy","paraphrase","Bekele Wins Coastline Marathon","Selam Bekele won the Coastline Marathon in 2:19:47 on Sunday, pulling away from a group of four at the 33-kilometre mark. It was her second marathon victory of the year. Conditions were cool with a light headwind on the return leg.","Bekele Breaks Clear Late to Take Coastline Title","A move just after 33 kilometres decided the Coastline Marathon for Selam Bekele, who crossed in 2:19:47 for her second win over the distance this year. Three rivals had been with her until that point, and none was able to respond when the pace dropped by roughly fifteen seconds a kilometre over the following stretch. Runners faced a headwind on the way back into the city under overcast skies, conditions organisers said were close to ideal for the front of the field. The men's race was won in 2:07:14. Entries this year exceeded 31,000, a record for the event.","2027-10-10","2027-10-10","Coastline City, USA","Coastline City, USA","Selam Bekele; Coastline Marathon","Selam Bekele; Coastline Marathon","SAME_EVENT","Same marathon result on the same day, with the same decisive moment described differently."
"P0470","SP057-A","SP058-A","SPORT_057","SPORT_058","Sports","hard","different_incident","Bekele Wins Coastline Marathon","Selam Bekele won the Coastline Marathon in 2:19:47 on Sunday, pulling away from a group of four at the 33-kilometre mark. It was her second marathon victory of the year. Conditions were cool with a light headwind on the return leg.","Okonjo Takes Hillside Marathon in Course Record","Grace Okonjo won the Hillside Marathon on Sunday in 2:21:02, a course record, after leading from the 20-kilometre mark. The race drew its largest field to date. Warm conditions slowed times through the second half for most of the field.","2027-10-10","2027-10-17","Coastline City, USA","Hillside, USA","Selam Bekele; Coastline Marathon","Grace Okonjo; Hillside Marathon; course record","DIFFERENT_EVENT","Two separate marathons a week apart in different cities with different winners, sharing only race vocabulary."
"P0471","SP059-A","SP059-B","SPORT_059","SPORT_059","Sports","medium","breaking_update","Ashfield Comets Clinch Playoff Berth","The Ashfield Comets secured a playoff place on Tuesday with a 96-88 win, their fourth in a row. It is the franchise's first postseason appearance in five seasons.","Comets Reach Postseason and Could Still Climb the Seedings","Tuesday's 96-88 victory put the Ashfield Comets into the playoffs for the first time since a rebuild began five years ago, and with three games remaining the club can still move up two seeding positions. The coaching staff said rotation minutes would not be reduced until the seed is settled, a decision that keeps starters on the floor in games with limited standings value. The win was the team's fourth consecutive and came without their second-leading scorer, who missed the game with an ankle problem described as day to day. Supporters remained in the arena for a lengthy ovation. Ownership said season ticket renewals had already risen sharply during the winning run, and that a playoff ticket lottery would open later in the week.","2027-03-09","2027-03-09","Ashfield, USA","Ashfield, USA","Ashfield Comets; playoff berth","Ashfield Comets; playoff qualification; seeding","SAME_EVENT","Result bulletin and a same-night follow-on report about the identical qualifying win."
"P0472","SP059-A","SP060-A","SPORT_059","SPORT_060","Sports","hard","follow_up","Ashfield Comets Clinch Playoff Berth","The Ashfield Comets secured a playoff place on Tuesday with a 96-88 win, their fourth in a row. It is the franchise's first postseason appearance in five seasons.","Comets Eliminated in First Round","The Ashfield Comets were knocked out of the playoffs on Friday, losing the deciding game of their first-round series by eleven points. The team's leading scorer was limited by foul trouble through the third quarter. Management said the coaching staff would return next season.","2027-03-09","2027-04-02","Ashfield, USA","Ashfield, USA","Ashfield Comets; playoff berth","Ashfield Comets; first-round elimination","DIFFERENT_EVENT","Same team and same season narrative, but qualification and elimination are separate games more than three weeks apart."
"P0473","SP061-A","SP061-B","SPORT_061","SPORT_061","Sports","hard","entity_normalization","Ekstrom Wins Melbourne Hard-Court Title","Nadia Ekstrom won the Melbourne hard-court tournament on Sunday, beating the defending champion 6-4, 3-6, 6-2 in just over two hours. It is her third title at this level. Ekstrom saved four break points in the closing set.","Fourth Seed Takes Melbourne Trophy in Three Sets","The fourth seed came through a three-set final in Melbourne on Sunday, recovering after dropping the middle set to the woman who won the event last year. She closed out the match with a run of games from 2-2 in the decider and fended off several break chances along the way. The title is her third on the main tour.","2027-01-30","2027-01-30","Melbourne, Australia","Melbourne, Australia","Nadia Ekstrom; Melbourne tournament; defending champion","fourth seed; Melbourne final; defending champion","SAME_EVENT","The same final on the same day, with the winner named in one article and referred to only by seeding in the other."
