pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0147,SC017-A,SC019-A,SCI_017,SCI_019,Science,easy,same_topic_different_event,Study Finds Gene Therapy Shows Promise for Rare Disease,"A newly published study found that an experimental gene therapy significantly improved symptoms in patients with a rare genetic disorder, researchers reported Saturday.",Unrelated Gene Therapy Study Targets Different Disease,"A separate research group published findings Tuesday on a different gene therapy targeting an unrelated genetic disease, distinct from other gene therapy research published this month.",2026-01-10,2026-01-20,Undisclosed,Undisclosed,gene therapy; rare disease,gene therapy; different disease,DIFFERENT_EVENT,"Both are gene therapy studies published close together, but they target entirely different diseases from unrelated research groups."
P0148,SC020-A,SC020-B,SCI_020,SCI_020,Science,medium,different_style,Telescope Captures Image of Galaxy Collision,"A space telescope captured a striking image Monday of two galaxies in the process of colliding, offering astronomers a rare close-up view of the merger.",Behind the Image: How Astronomers Captured a Galaxy Merger,"The recently released image of two colliding galaxies required stitching together dozens of individual exposures over several nights, mission scientists explained this week, detailing the specialized filters used to isolate faint structures in the galaxies' outer arms. The team said the collision, which began millions of years ago and will continue for millions more, offers a preview of what may eventually happen when the Milky Way merges with a neighboring galaxy in the distant future. Researchers plan to study the merger further using additional instruments to map gas flows between the two colliding systems.",2026-06-01,2026-06-05,Undisclosed,Undisclosed,galaxy collision; telescope image,galaxy merger; telescope image,SAME_EVENT,A brief breaking report and a longer technical explainer both describe the same telescope image of the same galaxy collision.
P0149,SC015-A,SC016-A,SCI_015,SCI_016,Science,hard,different_incident,Deep-Sea Fish Species Reclassified After DNA Analysis,Scientists said Tuesday that the deep-sea fish species discovered earlier this year has been reclassified into a new genus after DNA analysis revealed it was more distinct from known relatives than initially thought.,Different Expedition Finds Separate New Species,"A separate research expedition in the same ocean reported finding an entirely different new species of deep-sea crustacean two weeks later, unrelated to the earlier fish discovery.",2026-09-01,2026-04-15,Pacific Ocean,Pacific Ocean,deep-sea fish; reclassification,deep-sea crustacean species,DIFFERENT_EVENT,"Both concern deep-sea Pacific discoveries from around the same research period, but the reclassification concerns the original fish species while the second article is about an unrelated crustacean found on a separate expedition."
P0150,SC012-A,SC013-A,SCI_012,SCI_013,Science,very_hard,same_topic_different_event,Physicists Confirm New Particle Discovery,"After months of additional analysis, researchers confirmed Saturday that the signal detected earlier this year does represent a genuine new particle, clearing the statistical bar required for discovery.",Separate Collider Experiment Reports Different Anomaly,"A different research team at the same facility reported an unrelated anomaly Sunday in a separate detector, involving a distinct energy range from the earlier particle signal.",2026-08-01,2026-03-01,"Geneva, Switzerland","Geneva, Switzerland",Geneva collider; confirmed particle,Geneva collider; separate anomaly,DIFFERENT_EVENT,"Both are particle-physics findings from the same collider facility, but the confirmed discovery traces back to the original 2026-02-01 signal while the anomaly is an unrelated finding from a different detector team."
P0151,W011-A,W011-B,WORLD_011,WORLD_011,World,easy,paraphrase,Volcano Erupts in Salinas Islands,"A volcano on the Salinas Islands erupted early Sunday, sending ash plumes several kilometers into the sky and prompting authorities to raise the alert level to maximum.",Salinas Volcano Eruption Sends Ash Skyward,"Residents of the Salinas Islands were jolted awake Sunday by a volcanic eruption that blanketed nearby villages in ash, officials said, as the region's alert level was raised to its highest setting.",2026-02-01,2026-02-01,Salinas Islands,Salinas Islands,Salinas Islands; volcano eruption,Salinas Islands; volcanic ash,SAME_EVENT,Both describe the same volcanic eruption on the Salinas Islands on the same date.
P0152,W011-A,W012-A,WORLD_011,WORLD_012,World,medium,follow_up,Volcano Erupts in Salinas Islands,"A volcano on the Salinas Islands erupted early Sunday, sending ash plumes several kilometers into the sky and prompting authorities to raise the alert level to maximum.",Evacuation Completed After Salinas Volcano Eruption,"Authorities said Tuesday they have completed the evacuation of villages near the Salinas volcano, two days after the eruption forced thousands from their homes.",2026-02-01,2026-02-03,Salinas Islands,Salinas Islands,Salinas Islands; volcano eruption,Salinas Islands; evacuation completed,SAME_EVENT,The completed evacuation is a direct continuation of the same eruption event described in the first article.
P0153,W011-A,W013-A,WORLD_011,WORLD_013,World,hard,different_incident,Volcano Erupts in Salinas Islands,"A volcano on the Salinas Islands erupted early Sunday, sending ash plumes several kilometers into the sky and prompting authorities to raise the alert level to maximum.",Separate Volcanic Activity Reported on Different Islands,"Volcanologists reported new activity Tuesday on a separate island chain hundreds of kilometers away, unrelated to the recent eruption on the Salinas Islands.",2026-02-01,2026-02-10,Salinas Islands,Different island chain,Salinas Islands; eruption,different island chain; volcanic activity,DIFFERENT_EVENT,"Both are volcanic events in the same general period, but they occur on entirely different island chains and are unrelated geological events."
P0154,W014-A,W015-A,WORLD_014,WORLD_015,World,medium,follow_up,Trade Summit Opens Between Regional Bloc Nations,Leaders from across the regional trade bloc gathered in Jakarta on Sunday for the opening of a summit focused on reducing tariffs among member states.,Regional Trade Summit Concludes With New Tariff Deal,"The Jakarta trade summit wrapped up Thursday with member nations agreeing to a new framework reducing tariffs on several categories of goods, officials announced.",2026-03-01,2026-03-05,"Jakarta, Indonesia","Jakarta, Indonesia",regional trade bloc; summit,regional trade bloc; tariff agreement,SAME_EVENT,The tariff agreement is the concluding outcome of the same summit described in the first article.
P0155,W014-A,W016-A,WORLD_014,WORLD_016,World,medium,same_location_different_event,Trade Summit Opens Between Regional Bloc Nations,Leaders from across the regional trade bloc gathered in Jakarta on Sunday for the opening of a summit focused on reducing tariffs among member states.,Separate Regional Security Summit Held in Jakarta,"A different gathering, focused on regional security cooperation, convened in Jakarta this week, unrelated to the trade summit held in the same city the previous month.",2026-03-01,2026-04-01,"Jakarta, Indonesia","Jakarta, Indonesia",regional trade bloc; summit,regional security summit,DIFFERENT_EVENT,"Same host city, but a trade summit and a separate security summit held weeks apart are distinct events with different agendas."
P0156,W017-A,W017-B,WORLD_017,WORLD_017,World,medium,different_source,Refugee Crisis Worsens Along Veyland Border,"Aid workers reported a sharp increase in refugees crossing the Veyland border this week, straining already overcrowded camps and prompting calls for urgent international support.",Border Crossings Surge as Veyland Crisis Deepens,"Humanitarian groups operating near the Veyland border said crossings have surged in recent days, with camp capacity far outstripped by the number of new arrivals, according to a briefing delivered by aid coordinators based in a neighboring capital.",2026-05-01,2026-05-02,Veyland border,Neighboring capital (regional bureau),Veyland border; refugee crisis,Veyland border; refugee surge,SAME_EVENT,"Both describe the same worsening refugee crisis at the Veyland border, one reported from the border itself and the other from a regional bureau in a neighboring capital, showing that same-event coverage can carry different datelines."
P0157,W017-A,W018-A,WORLD_017,WORLD_018,World,hard,follow_up,Refugee Crisis Worsens Along Veyland Border,"Aid workers reported a sharp increase in refugees crossing the Veyland border this week, straining already overcrowded camps and prompting calls for urgent international support.",International Aid Pledged for Veyland Refugees,"Several countries pledged emergency humanitarian aid Sunday for refugees at the Veyland border, responding directly to the worsening crisis reported earlier in the week.",2026-05-01,2026-05-10,Veyland border,Various,Veyland border; refugee crisis,international aid; Veyland refugees,SAME_EVENT,"The aid pledges are a direct response to the same crisis described in the first article, forming a single developing event."
P0158,W017-A,W019-A,WORLD_017,WORLD_019,World,hard,different_incident,Refugee Crisis Worsens Along Veyland Border,"Aid workers reported a sharp increase in refugees crossing the Veyland border this week, straining already overcrowded camps and prompting calls for urgent international support.",Unrelated Refugee Situation Reported in Different Region,"A separate refugee situation unfolded in a different part of the world this week, unrelated to the crisis along the Veyland border, as aid groups warned of similar capacity concerns at camps there.",2026-05-01,2026-05-15,Veyland border,Different region,Veyland border; refugee crisis,different region; refugee situation,DIFFERENT_EVENT,"Both are refugee crisis stories in the same week with similar language, but they concern entirely different border regions and populations."
P0159,W020-A,W021-A,WORLD_020,WORLD_021,World,easy,same_person_different_event,Head of State Makes Historic Visit to Former Rival Nation,"The president made a historic visit Monday to a nation long considered a rival, the first such trip by a sitting head of state in over three decades.",President's Planned Visit to Third Nation Postponed,"A separately planned visit by the president to a third country was postponed this month due to scheduling conflicts, unrelated to the earlier historic trip to a former rival nation.",2026-06-01,2026-07-01,Former rival nation,Third nation,president; historic visit,president; postponed visit,DIFFERENT_EVENT,"Same head of state, but a completed historic visit and a separate postponed trip to a different country a month later are unrelated events."
P0160,W018-A,W019-A,WORLD_018,WORLD_019,World,very_hard,same_topic_different_event,International Aid Pledged for Veyland Refugees,"Several countries pledged emergency humanitarian aid Sunday for refugees at the Veyland border, responding directly to the worsening crisis reported earlier in the week.",Unrelated Refugee Situation Reported in Different Region,"A separate refugee situation unfolded in a different part of the world this week, unrelated to the crisis along the Veyland border, as aid groups warned of similar capacity concerns at camps there.",2026-05-10,2026-05-15,Various,Different region,international aid; Veyland refugees,different region; refugee situation,DIFFERENT_EVENT,"Both are humanitarian aid stories involving refugee crises in the same general period, but the aid pledges are specific to the Veyland border crisis while the second article concerns an entirely separate refugee situation elsewhere."
P0161,H011-A,H011-B,HEALTH_011,HEALTH_011,Health,easy,paraphrase,New Surgical Robot Approved for Hospital Use,"Health regulators approved a new surgical robot for use in hospitals Sunday, following trials showing improved precision in minimally invasive procedures.",Regulators Clear New Robotic Surgery System,"A new robotic surgical system received regulatory clearance this week, paving the way for hospitals to begin adopting the technology for a range of minimally invasive operations.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,surgical robot; regulatory approval,robotic surgery system; clearance,SAME_EVENT,Both describe the same regulatory approval of the new surgical robot around the same date.
P0162,H011-A,H012-A,HEALTH_011,HEALTH_012,Health,medium,follow_up,New Surgical Robot Approved for Hospital Use,"Health regulators approved a new surgical robot for use in hospitals Sunday, following trials showing improved precision in minimally invasive procedures.",First Surgery Performed Using New Robotic System,"Surgeons performed the first operation using the newly approved robotic surgical system Sunday, a procedure hospital officials called a milestone for the technology.",2026-02-01,2026-03-01,Undisclosed,Undisclosed,surgical robot; approval,surgical robot; first surgery,SAME_EVENT,The first surgery is a direct continuation of the same robotic system's approval and rollout described in the first article.
P0163,H011-A,H013-A,HEALTH_011,HEALTH_013,Health,easy,different_incident,New Surgical Robot Approved for Hospital Use,"Health regulators approved a new surgical robot for use in hospitals Sunday, following trials showing improved precision in minimally invasive procedures.",Separate Surgical Device Approved by Different Manufacturer,"A different medical device maker received approval Sunday for its own surgical device, unrelated to the robotic system approved by a competitor earlier this month.",2026-02-01,2026-02-15,Undisclosed,Undisclosed,surgical robot; approval,surgical device; different manufacturer,DIFFERENT_EVENT,Two separate medical device approvals from two different manufacturers within the same month.
P0164,H014-A,H014-B,HEALTH_014,HEALTH_014,Health,medium,different_source,Study Finds Air Pollution Linked to Rising Asthma Rates,Researchers published a study Wednesday finding a strong association between air pollution exposure and increased asthma diagnoses in children living near major roadways.,"Air Pollution Tied to Childhood Asthma, Study Finds","A new study released this week links higher levels of air pollution to elevated rates of asthma among children, particularly in neighborhoods close to heavy traffic corridors.",2026-04-01,2026-04-01,Undisclosed,Undisclosed,air pollution study; asthma,air pollution; childhood asthma,SAME_EVENT,Both articles report the same air pollution and asthma study published the same week.
P0165,H014-A,H015-A,HEALTH_014,HEALTH_015,Health,medium,same_topic_different_event,Study Finds Air Pollution Linked to Rising Asthma Rates,Researchers published a study Wednesday finding a strong association between air pollution exposure and increased asthma diagnoses in children living near major roadways.,City Announces Separate Clean Air Initiative,"City officials unveiled a new clean air initiative Monday, part of a broader environmental policy agenda that had been under development for over a year, separate from any single research study.",2026-04-01,2026-04-20,Undisclosed,Undisclosed,air pollution study; asthma,city; clean air initiative,DIFFERENT_EVENT,"Both concern air quality, but the asthma study and a separate, independently planned city policy initiative are distinct events."
P0166,H014-A,H016-A,HEALTH_014,HEALTH_016,Health,hard,different_incident,Study Finds Air Pollution Linked to Rising Asthma Rates,Researchers published a study Wednesday finding a strong association between air pollution exposure and increased asthma diagnoses in children living near major roadways.,Separate Pollution Study Conducted in Different City,"A different research team published its own air pollution study Friday, focused on a different city and unrelated to the asthma findings released earlier in the month.",2026-04-01,2026-04-10,Undisclosed,Different city,air pollution study; asthma,air pollution study; different city,DIFFERENT_EVENT,"Both are air pollution studies published close together, but they are separate research projects covering different cities and research teams."
P0167,H017-A,H018-A,HEALTH_017,HEALTH_018,Health,hard,follow_up,Mental Health Awareness Campaign Launched Nationally,"A national mental health awareness campaign launched Friday, aiming to reduce stigma and increase access to counseling services across the country.",Mental Health Campaign Expands Into Schools,"Organizers of the national mental health campaign announced Monday it is expanding into schools, adding classroom resources for students following the initiative's launch last month.",2026-05-01,2026-06-01,National,National,mental health campaign; launch,mental health campaign; schools expansion,SAME_EVENT,The school expansion is a direct continuation of the same national campaign described in the first article.
P0168,H017-A,H019-A,HEALTH_017,HEALTH_019,Health,medium,same_topic_different_event,Mental Health Awareness Campaign Launched Nationally,"A national mental health awareness campaign launched Friday, aiming to reduce stigma and increase access to counseling services across the country.",Unrelated Wellness Campaign Launched by Different Organization,"A separate organization launched its own wellness campaign Wednesday, focused on physical fitness rather than mental health, unrelated to other awareness initiatives launched this month.",2026-05-01,2026-05-05,National,National,mental health campaign,wellness campaign; different organization,DIFFERENT_EVENT,"Both are public health awareness campaigns launched close together, but by different organizations focused on different issues."
P0169,H020-A,H020-B,HEALTH_020,HEALTH_020,Health,hard,different_style,Foodborne Illness Outbreak Linked to Restaurant Chain,"Health officials confirmed Thursday that a foodborne illness outbreak has been linked to a popular restaurant chain, with at least 40 confirmed cases across several locations.",Investigators Trace Outbreak to Contaminated Produce Supplier,"An investigation into the recent foodborne illness outbreak linked to a restaurant chain has traced the source to a contaminated produce supplier, health officials said Tuesday, detailing how a batch of leafy greens tested positive for the same bacterial strain identified in sickened patients. The chain has since pulled the affected product from all of its locations nationwide and switched to an alternative supplier while the investigation continues. Officials said the case count could still rise as more results come back from labs processing samples from recently reported illnesses.",2026-01-01,2026-01-08,Undisclosed,Undisclosed,foodborne illness; restaurant chain,foodborne illness; contaminated supplier,SAME_EVENT,A short breaking report and a longer investigative follow-up both describe the same restaurant chain foodborne illness outbreak.
P0170,H015-A,H016-A,HEALTH_015,HEALTH_016,Health,very_hard,same_topic_different_event,City Announces Separate Clean Air Initiative,"City officials unveiled a new clean air initiative Monday, part of a broader environmental policy agenda that had been under development for over a year, separate from any single research study.",Separate Pollution Study Conducted in Different City,"A different research team published its own air pollution study Friday, focused on a different city and unrelated to the asthma findings released earlier in the month.",2026-04-20,2026-04-10,Undisclosed,Different city,city; clean air initiative,air pollution study; different city,DIFFERENT_EVENT,"Both are air-quality-related stories from the same general period, but the clean air initiative is an independent city policy while the second article is an unrelated pollution study in a different city."
P0171,E011-A,E011-B,ENV_011,ENV_011,Environment,easy,paraphrase,Drought Declared in Amber Valley Region,Officials declared a drought emergency in the Amber Valley region Sunday after months of below-average rainfall left reservoir levels critically low.,Amber Valley Faces Drought Emergency Declaration,"A drought emergency was declared this week for the Amber Valley region, as officials warned that persistently low rainfall has pushed water reserves to historic lows.",2026-03-01,2026-03-01,Amber Valley region,Amber Valley region,Amber Valley; drought declaration,Amber Valley; drought emergency,SAME_EVENT,Both describe the same drought emergency declaration for Amber Valley around the same date.
P0172,E011-A,E012-A,ENV_011,ENV_012,Environment,medium,follow_up,Drought Declared in Amber Valley Region,Officials declared a drought emergency in the Amber Valley region Sunday after months of below-average rainfall left reservoir levels critically low.,Water Restrictions Imposed Amid Amber Valley Drought,"Authorities imposed mandatory water restrictions Sunday for residents of the Amber Valley region, a direct response to the drought emergency declared earlier this month.",2026-03-01,2026-03-15,Amber Valley region,Amber Valley region,Amber Valley; drought,Amber Valley; water restrictions,SAME_EVENT,The water restrictions are a direct policy response to the same drought event described in the first article.
P0173,E011-A,E013-A,ENV_011,ENV_013,Environment,easy,different_incident,Drought Declared in Amber Valley Region,Officials declared a drought emergency in the Amber Valley region Sunday after months of below-average rainfall left reservoir levels critically low.,Separate Drought Declared in Different Region,"A different region declared its own drought emergency Friday, unrelated to the earlier declaration for the Amber Valley area, as dry conditions spread across the country.",2026-03-01,2026-03-20,Amber Valley region,Different region,Amber Valley; drought,different region; drought,DIFFERENT_EVENT,"Two separate drought declarations for two different regions weeks apart, despite similar circumstances."
P0174,E014-A,E015-A,ENV_014,ENV_015,Environment,medium,follow_up,New National Park Established,"Lawmakers approved the establishment of a new national park Wednesday, protecting over 200,000 acres of wilderness from future development.",New National Park Opens to First Visitors,"The newly established national park opened its gates to visitors for the first time Monday, two months after lawmakers approved its creation.",2026-04-01,2026-06-01,Undisclosed,Undisclosed,national park; establishment,national park; opening,SAME_EVENT,The park opening is a direct continuation of the same park's establishment described in the first article.
P0175,E014-A,E016-A,ENV_014,ENV_016,Environment,medium,same_topic_different_event,New National Park Established,"Lawmakers approved the establishment of a new national park Wednesday, protecting over 200,000 acres of wilderness from future development.",Separate Conservation Area Proposed Elsewhere,"A different conservation proposal was introduced Friday for a separate stretch of wilderness, unrelated to the recently established national park.",2026-04-01,2026-04-10,Undisclosed,Different wilderness area,national park; establishment,conservation proposal; different area,DIFFERENT_EVENT,"Both concern land conservation initiatives around the same time, but they involve different locations and separate legislative processes."
P0176,E017-A,E017-B,ENV_017,ENV_017,Environment,medium,different_source,"Endangered Species Population Rebounds, Report Finds","A new report found that a critically endangered species has seen its population rebound significantly over the past decade, thanks to targeted conservation efforts.",Conservation Efforts Credited for Species Recovery,"Conservationists celebrated this week after a report showed a marked recovery in the population of a critically endangered species, attributing the rebound to years of habitat restoration work.",2026-05-01,2026-05-02,Undisclosed,Undisclosed,endangered species; population rebound,endangered species; recovery,SAME_EVENT,Both describe the same species population recovery report published within a day of each other.
P0177,E017-A,E018-A,ENV_017,ENV_018,Environment,hard,different_incident,"Endangered Species Population Rebounds, Report Finds","A new report found that a critically endangered species has seen its population rebound significantly over the past decade, thanks to targeted conservation efforts.",Different Endangered Species Report Shows Decline,"A separate report released Sunday found that a different endangered species has continued to decline, unrelated to the recovery reported for another species earlier this month.",2026-05-01,2026-05-10,Undisclosed,Undisclosed,endangered species; rebound,different endangered species; decline,DIFFERENT_EVENT,"Both are wildlife population reports published close together, but they concern two entirely different species with opposite population trends."
P0178,E019-A,E020-A,ENV_019,ENV_020,Environment,hard,follow_up,Company Fined for Illegal Emissions,Regulators fined a manufacturing company $12 million Monday after finding it had exceeded legal emissions limits at one of its plants for over a year.,Company Appeals Emissions Fine,"The manufacturing company fined earlier this year for illegal emissions filed an appeal Saturday, arguing that the penalty was based on flawed monitoring data.",2026-06-01,2026-08-01,Undisclosed,Undisclosed,company; emissions fine,company; fine appeal,SAME_EVENT,The appeal is a direct continuation of the same emissions fine case described in the first article.
P0179,E012-A,E013-A,ENV_012,ENV_013,Environment,hard,same_topic_different_event,Water Restrictions Imposed Amid Amber Valley Drought,"Authorities imposed mandatory water restrictions Sunday for residents of the Amber Valley region, a direct response to the drought emergency declared earlier this month.",Separate Drought Declared in Different Region,"A different region declared its own drought emergency Friday, unrelated to the earlier declaration for the Amber Valley area, as dry conditions spread across the country.",2026-03-15,2026-03-20,Amber Valley region,Different region,Amber Valley; water restrictions,different region; drought,DIFFERENT_EVENT,"Both concern drought-related news within the same month, but the water restrictions apply specifically to Amber Valley while the second article covers an unrelated drought declared in a different region."
P0180,E015-A,E016-A,ENV_015,ENV_016,Environment,very_hard,same_topic_different_event,New National Park Opens to First Visitors,"The newly established national park opened its gates to visitors for the first time Monday, two months after lawmakers approved its creation.",Separate Conservation Area Proposed Elsewhere,"A different conservation proposal was introduced Friday for a separate stretch of wilderness, unrelated to the recently established national park.",2026-06-01,2026-04-10,Undisclosed,Different wilderness area,national park; opening,conservation proposal; different area,DIFFERENT_EVENT,"Both are land conservation stories, but the park opening is the conclusion of the first article's establishment event while the second article is an unrelated, separately proposed conservation area."
P0181,C011-A,C011-B,CRIME_011,CRIME_011,Crime,easy,paraphrase,Jewelry Store Heist Reported Downtown,"A downtown jewelry store was robbed Sunday night, with thieves making off with an estimated $500,000 in merchandise before fleeing the scene, police said.",Thieves Strike Downtown Jewelry Store,"Police are investigating a robbery at a downtown jewelry store, where masked suspects made off with a significant amount of merchandise over the weekend.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,jewelry store heist; downtown,jewelry store robbery,SAME_EVENT,Both describe the same downtown jewelry store heist over the same weekend.
P0182,C011-A,C012-A,CRIME_011,CRIME_012,Crime,medium,follow_up,Jewelry Store Heist Reported Downtown,"A downtown jewelry store was robbed Sunday night, with thieves making off with an estimated $500,000 in merchandise before fleeing the scene, police said.",Suspect in Jewelry Heist Apprehended,"Police arrested a suspect Tuesday in connection with the downtown jewelry store robbery, recovering a portion of the stolen merchandise during the arrest.",2026-02-01,2026-02-10,Undisclosed,Undisclosed,jewelry store heist,jewelry heist; arrest,SAME_EVENT,The arrest is a direct continuation of the same jewelry store robbery investigation described in the first article.
P0183,C011-A,C013-A,CRIME_011,CRIME_013,Crime,easy,different_incident,Jewelry Store Heist Reported Downtown,"A downtown jewelry store was robbed Sunday night, with thieves making off with an estimated $500,000 in merchandise before fleeing the scene, police said.",Separate Jewelry Store Robbed in Different City,"A different jewelry store was robbed in another city Sunday, unrelated to the earlier downtown heist reported two weeks prior.",2026-02-01,2026-02-15,Undisclosed,Different city,jewelry store heist,different jewelry store; different city,DIFFERENT_EVENT,"Two separate jewelry store robberies in two different cities, weeks apart."
P0184,C014-A,C015-A,CRIME_014,CRIME_015,Crime,medium,follow_up,Phishing Scam Targets Bank Customers,"A phishing campaign targeting customers of a major bank was uncovered Sunday, with scammers sending fake account alerts to trick users into revealing login credentials.",Authorities Warn Public After Phishing Scam,"Consumer protection authorities issued a warning Friday about the recently uncovered phishing campaign targeting bank customers, urging people to verify messages before clicking any links.",2026-03-01,2026-03-05,Undisclosed,Undisclosed,phishing scam; bank customers,authorities; phishing warning,SAME_EVENT,The public warning is a direct response to the same phishing campaign described in the first article.
P0185,C014-B,C014-A,CRIME_014,CRIME_014,Crime,medium,different_source,Bank Warns of Fake Alert Scam Targeting Accounts,A major bank issued an alert Sunday after discovering scammers were sending fraudulent account notifications designed to steal customer login information.,Phishing Scam Targets Bank Customers,"A phishing campaign targeting customers of a major bank was uncovered Sunday, with scammers sending fake account alerts to trick users into revealing login credentials.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,bank; phishing scam,phishing scam; bank customers,SAME_EVENT,Both articles report the same phishing campaign targeting the same bank's customers on the same date.
P0186,C014-A,C016-A,CRIME_014,CRIME_016,Crime,hard,different_incident,Phishing Scam Targets Bank Customers,"A phishing campaign targeting customers of a major bank was uncovered Sunday, with scammers sending fake account alerts to trick users into revealing login credentials.",Separate Phishing Campaign Targets Different Bank,"A separate phishing campaign was discovered Tuesday targeting customers of a different bank, unrelated to the scam uncovered earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,phishing scam; bank customers,phishing campaign; different bank,DIFFERENT_EVENT,"Both are phishing scam stories in the same month with similar structure, but they target customers of two entirely different banks."
P0187,C017-A,C018-A,CRIME_017,CRIME_018,Crime,hard,follow_up,Corruption Investigation Opens Into City Official,Prosecutors announced an investigation Wednesday into a senior city official over allegations of accepting bribes in exchange for awarding municipal contracts.,City Official Resigns Amid Corruption Investigation,"The city official under investigation for alleged bribery resigned from office Friday, citing the ongoing legal process as too great a distraction from city business.",2026-04-01,2026-05-01,Undisclosed,Undisclosed,city official; corruption investigation,city official; resignation,SAME_EVENT,The resignation is a direct continuation of the same corruption investigation described in the first article.
P0188,C017-A,C019-A,CRIME_017,CRIME_019,Crime,hard,different_incident,Corruption Investigation Opens Into City Official,Prosecutors announced an investigation Wednesday into a senior city official over allegations of accepting bribes in exchange for awarding municipal contracts.,Unrelated Corruption Case Opens Against Different Official,"A separate corruption case was opened Wednesday against a different city official in another department, unrelated to the earlier investigation reported this month.",2026-04-01,2026-04-15,Undisclosed,Undisclosed,city official; corruption investigation,different official; corruption case,DIFFERENT_EVENT,"Both are municipal corruption stories within the same month, but they involve two entirely different officials and separate cases."
P0189,C020-A,C021-A,CRIME_020,CRIME_021,Crime,medium,different_incident,Carjacking Spree Reported Across City,"Police reported a spike in carjackings across the city this week, with at least eight incidents recorded over a five-day span, prompting an increased patrol presence.",Separate Carjacking Spree Reported in Different City,"A different city reported its own wave of carjackings this month, unrelated to the spree recorded elsewhere earlier in the year, according to local police.",2026-01-01,2026-01-10,Undisclosed,Different city,carjacking spree,carjacking spree; different city,DIFFERENT_EVENT,"Both describe carjacking sprees using similar language, but they occur in two different cities and are unrelated crime waves."
P0190,C012-A,C013-A,CRIME_012,CRIME_013,Crime,very_hard,same_topic_different_event,Suspect in Jewelry Heist Apprehended,"Police arrested a suspect Tuesday in connection with the downtown jewelry store robbery, recovering a portion of the stolen merchandise during the arrest.",Separate Jewelry Store Robbed in Different City,"A different jewelry store was robbed in another city Sunday, unrelated to the earlier downtown heist reported two weeks prior.",2026-02-10,2026-02-15,Undisclosed,Different city,jewelry heist; arrest,different jewelry store; different city,DIFFERENT_EVENT,"Both are jewelry theft stories from the same general period, but the arrest concerns the original downtown heist while the second article is an unrelated robbery in a different city."
P0191,EN011-A,EN011-B,ENT_011,ENT_011,Entertainment,easy,paraphrase,ReVolt Releases Highly Anticipated Game Title,"Video game studio ReVolt released its long-awaited title Friday, a game that has been in development for over four years and was one of the most anticipated releases of the year.",ReVolt's New Game Finally Arrives,"After years of anticipation, ReVolt's newest game hit shelves this week, drawing large crowds at midnight launch events in several major cities.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,ReVolt; game release,ReVolt; new game,SAME_EVENT,Both describe the same long-awaited ReVolt game release on the same date.
P0192,EN011-A,EN012-A,ENT_011,ENT_012,Entertainment,medium,follow_up,ReVolt Releases Highly Anticipated Game Title,"Video game studio ReVolt released its long-awaited title Friday, a game that has been in development for over four years and was one of the most anticipated releases of the year.",ReVolt Game Sells Record Copies in First Week,"ReVolt's newest release sold a record number of copies in its first week, the studio announced Monday, surpassing the launch numbers of its previous best-selling title.",2026-03-01,2026-03-08,Undisclosed,Undisclosed,ReVolt; game release,ReVolt; record sales,SAME_EVENT,The sales record is a direct continuation of the same game release described in the first article.
P0193,EN011-A,EN013-A,ENT_011,ENT_013,Entertainment,medium,same_topic_different_event,ReVolt Releases Highly Anticipated Game Title,"Video game studio ReVolt released its long-awaited title Friday, a game that has been in development for over four years and was one of the most anticipated releases of the year.",Rival Studio Releases Competing Game Same Month,"A competing studio released its own major title Sunday, entering the market weeks after a rival's highly anticipated game launch, in an unrelated release.",2026-03-01,2026-03-15,Undisclosed,Undisclosed,ReVolt; game release,rival studio; competing game,DIFFERENT_EVENT,"Both are major video game releases in the same month, but from two unrelated, competing studios."
P0194,EN014-A,EN015-A,ENT_014,ENT_015,Entertainment,medium,follow_up,Comedian Jonah Pratt Announces Retirement From Stand-Up,"Comedian Jonah Pratt announced Wednesday he is retiring from stand-up comedy after a 30-year career, saying he plans to focus on writing instead.",Pratt's Farewell Tour Announced,"Jonah Pratt announced a farewell tour Friday, giving fans a final chance to see him perform live following his retirement announcement last month.",2026-04-01,2026-05-01,Undisclosed,Undisclosed,Jonah Pratt; retirement announcement,Jonah Pratt; farewell tour,SAME_EVENT,The farewell tour is a direct continuation of the same retirement announcement described in the first article.
P0195,EN014-A,EN016-A,ENT_014,ENT_016,Entertainment,easy,same_topic_different_event,Comedian Jonah Pratt Announces Retirement From Stand-Up,"Comedian Jonah Pratt announced Wednesday he is retiring from stand-up comedy after a 30-year career, saying he plans to focus on writing instead.",Different Comedian Announces Unrelated Hiatus,"A separate comedian announced a hiatus from performing Friday, citing personal reasons unrelated to other recent announcements in the comedy world.",2026-04-01,2026-04-10,Undisclosed,Undisclosed,Jonah Pratt; retirement,different comedian; hiatus,DIFFERENT_EVENT,"Both are stand-up comedy career news within the same month, but they involve two entirely different, unrelated comedians."
