pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0648,SC087-A,SC089-A,SCI_087,SCI_089,Science,medium,follow_up,New Catalyst Discovered for Cleaner Hydrogen Production,"Researchers announced Sunday the discovery of a new catalyst that significantly improves the efficiency of hydrogen production from water, potentially lowering costs for clean energy applications.",Hydrogen Catalyst Licensed to Energy Company,"The newly discovered hydrogen production catalyst has been licensed to a major energy company, researchers announced Saturday, five months after its initial discovery.",2026-04-01,2026-09-01,Undisclosed,Undisclosed,hydrogen catalyst; discovery,hydrogen catalyst; licensing,SAME_EVENT,The licensing announcement is a direct continuation of the same catalyst discovery described in the first article.
P0649,SC087-B,SC087-A,SCI_087,SCI_087,Science,hard,different_detail_level,The Chemistry Behind the New Hydrogen Catalyst,"The catalyst announced this week uses an inexpensive metal compound to lower the energy barrier for splitting water molecules, researchers explained, a mechanism that could reduce the cost of green hydrogen production by as much as 30 percent compared to existing catalysts that rely on rarer, more expensive metals. Early tests showed the catalyst maintained stable performance over several hundred hours of continuous operation, though the team said further testing is needed to confirm long-term durability at industrial scale. Several energy companies have already expressed interest in licensing the technology.",New Catalyst Discovered for Cleaner Hydrogen Production,"Researchers announced Sunday the discovery of a new catalyst that significantly improves the efficiency of hydrogen production from water, potentially lowering costs for clean energy applications.",2026-04-02,2026-04-01,Undisclosed,Undisclosed,hydrogen catalyst; chemistry details,hydrogen catalyst; discovery,SAME_EVENT,The second article provides much deeper technical detail about the same catalyst discovery reported briefly in the first.
P0650,SC084-A,SC085-A,SCI_084,SCI_085,Science,very_hard,same_topic_different_event,Follow-Up Study Reveals Cause of Unusual Stellar Explosion,"A follow-up study published Saturday identified the likely cause of the unusual stellar explosion observed earlier this year, pointing to a rare binary star collision.",Different Unusual Stellar Event Observed by Separate Team,"A separate research team observed a different unusual stellar event Friday, unrelated to the explosion reported earlier this year by a different group.",2026-08-01,2026-03-20,Undisclosed,Undisclosed,stellar explosion; cause identified,different stellar event; separate team,DIFFERENT_EVENT,"Both concern unusual stellar phenomena research, but the cause identification traces back to the original explosion from the first article while the second article is an unrelated event observed by a different team."
P0651,W080-A,W080-B,WORLD_080,WORLD_080,World,easy,paraphrase,Flooding Strands Thousands in River City of Bellara,"Severe flooding stranded thousands of residents in the river city of Bellara Wednesday, after days of heavy rain caused the river to overflow its banks.",Bellara Residents Stranded as Floodwaters Rise,Thousands of people were left stranded in Bellara this week as floodwaters from a swollen river overtook streets following days of torrential rain.,2026-08-01,2026-08-01,Bellara,Bellara,Bellara; flooding,Bellara; floodwaters,SAME_EVENT,Both articles describe the same flooding disaster in Bellara on the same date.
P0652,W080-C,W080-A,WORLD_080,WORLD_080,World,medium,different_source,Rescue Boats Deployed as Bellara Flooding Continues,"Emergency crews deployed rescue boats Thursday to reach residents still stranded by flooding in Bellara, a day after the river first overflowed its banks.",Flooding Strands Thousands in River City of Bellara,"Severe flooding stranded thousands of residents in the river city of Bellara Wednesday, after days of heavy rain caused the river to overflow its banks.",2026-08-02,2026-08-01,Bellara,Bellara,Bellara; rescue boats,Bellara; flooding,SAME_EVENT,A rescue-focused follow-up about the same flooding event reported a day earlier.
P0653,W080-A,W081-A,WORLD_080,WORLD_081,World,easy,same_location_different_event,Flooding Strands Thousands in River City of Bellara,"Severe flooding stranded thousands of residents in the river city of Bellara Wednesday, after days of heavy rain caused the river to overflow its banks.",Bellara Hosts Regional Music Festival,"Bellara hosted its annual regional music festival Saturday, a long-planned cultural event unrelated to other recent news from the river city.",2026-08-01,2026-10-01,Bellara,Bellara,Bellara; flooding,Bellara; music festival,DIFFERENT_EVENT,"Same city, but a flooding disaster and an unrelated, long-planned music festival months later are separate events."
P0654,W080-A,W082-A,WORLD_080,WORLD_082,World,medium,same_topic_different_event,Flooding Strands Thousands in River City of Bellara,"Severe flooding stranded thousands of residents in the river city of Bellara Wednesday, after days of heavy rain caused the river to overflow its banks.",Different River City Hit by Separate Flooding,"A different river city experienced its own severe flooding Monday, unrelated to the disaster in Bellara reported earlier in the month.",2026-08-01,2026-08-10,Bellara,Different river city,Bellara; flooding,different city; flooding,DIFFERENT_EVENT,"Both are flooding disaster stories in the same month with similar framing, but they occur in two entirely different cities."
P0655,W083-A,W084-A,WORLD_083,WORLD_084,World,medium,follow_up,Two Nations Sign Water-Sharing Agreement,"Two neighboring nations signed a water-sharing agreement Friday, resolving a decades-long dispute over access to a shared river basin.",Water-Sharing Agreement Ratified by Both Parliaments,"Both nations' parliaments formally ratified the water-sharing agreement Tuesday, months after it was originally signed, clearing the way for the deal to take effect.",2026-04-01,2026-08-01,Undisclosed,Undisclosed,water-sharing agreement; signing,water-sharing agreement; ratification,SAME_EVENT,The ratification is a direct continuation of the same agreement signing process described in the first article.
P0656,W083-A,W085-A,WORLD_083,WORLD_085,World,hard,different_incident,Two Nations Sign Water-Sharing Agreement,"Two neighboring nations signed a water-sharing agreement Friday, resolving a decades-long dispute over access to a shared river basin.",Separate Water Dispute Emerges Between Different Nations,"A new water rights dispute emerged Sunday between two other nations, unrelated to the agreement signed earlier this year between a different pair of countries.",2026-04-01,2026-04-20,Undisclosed,Different countries,water-sharing agreement,water rights dispute; different nations,DIFFERENT_EVENT,"Both are water-rights-related stories from the same general period with similar framing, but they involve two entirely different pairs of countries."
P0657,W080-B,W086-A,WORLD_080,WORLD_086,World,hard,same_entities_different_date,Bellara Residents Stranded as Floodwaters Rise,Thousands of people were left stranded in Bellara this week as floodwaters from a swollen river overtook streets following days of torrential rain.,Bellara Hit by Another Flood a Year Later,"A second major flood struck Bellara Wednesday, a year after the previous disaster, again stranding residents as the river overflowed its banks.",2026-08-01,2027-08-01,Bellara,Bellara,Bellara; floodwaters,Bellara; second flood,DIFFERENT_EVENT,"Same city and same type of disaster, but the two floods occurred a year apart and are separate incidents."
P0658,W087-A,W089-A,WORLD_087,WORLD_089,World,medium,follow_up,Regional Bloc Announces New Trade Corridor Initiative,"A regional trade bloc announced Monday a new initiative to develop a cross-border trade corridor, aimed at reducing shipping times between member states.",Nations Begin Construction on Trade Corridor,"Construction began Thursday on the first phase of the trade corridor, three months after the regional bloc's initial announcement of the initiative.",2026-05-01,2026-08-01,Undisclosed,Undisclosed,regional bloc; trade corridor initiative,trade corridor; construction begins,SAME_EVENT,The construction start is a direct continuation of the same trade corridor initiative described in the first article.
P0659,W087-B,W087-A,WORLD_087,WORLD_087,World,hard,different_detail_level,What the New Trade Corridor Could Mean for the Region,"The trade corridor initiative announced this week is expected to cut shipping times between member states by up to 40 percent once complete, according to a feasibility study released alongside the announcement, which estimates the project will cost $8 billion and take six years to finish. Economists say the corridor could significantly boost trade volumes among the bloc's smaller economies, which currently rely on longer, costlier routes through neighboring non-member states. Several member governments have already pledged initial funding, though officials acknowledged that securing the remaining financing will require additional negotiations in the coming months.",Regional Bloc Announces New Trade Corridor Initiative,"A regional trade bloc announced Monday a new initiative to develop a cross-border trade corridor, aimed at reducing shipping times between member states.",2026-05-02,2026-05-01,Undisclosed,Undisclosed,trade corridor; feasibility study,regional bloc; trade corridor initiative,SAME_EVENT,The second article gives an in-depth economic analysis of the same trade corridor initiative reported briefly in the first.
P0660,W084-A,W085-A,WORLD_084,WORLD_085,World,very_hard,same_topic_different_event,Water-Sharing Agreement Ratified by Both Parliaments,"Both nations' parliaments formally ratified the water-sharing agreement Tuesday, months after it was originally signed, clearing the way for the deal to take effect.",Separate Water Dispute Emerges Between Different Nations,"A new water rights dispute emerged Sunday between two other nations, unrelated to the agreement signed earlier this year between a different pair of countries.",2026-08-01,2026-04-20,Undisclosed,Different countries,water-sharing agreement; ratification,water rights dispute; different nations,DIFFERENT_EVENT,"Both are water-rights-related stories, but the ratification concerns the original agreement between the first pair of nations while the second article is an unrelated dispute between different countries earlier in the year."
P0661,H080-A,H080-B,HEALTH_080,HEALTH_080,Health,easy,paraphrase,New Migraine Drug Cephalix Approved,"Health regulators approved a new migraine medication called Cephalix on Thursday, clearing it for use in patients with chronic migraine who have not responded to existing treatments.",Cephalix Cleared for Chronic Migraine Treatment,"Regulators gave approval this week to Cephalix, a new medication for chronic migraine patients who have not found relief from existing drugs.",2026-01-01,2026-01-01,Undisclosed,Undisclosed,Cephalix; regulatory approval,Cephalix; migraine treatment clearance,SAME_EVENT,Both describe the same Cephalix approval for chronic migraine around the same date.
P0662,H080-C,H080-A,HEALTH_080,HEALTH_080,Health,medium,different_source,Patients React to Approval of New Migraine Drug,"Chronic migraine patients and advocacy groups welcomed the approval of Cephalix this week, while noting insurance coverage remains uncertain for many.",New Migraine Drug Cephalix Approved,"Health regulators approved a new migraine medication called Cephalix on Thursday, clearing it for use in patients with chronic migraine who have not responded to existing treatments.",2026-01-03,2026-01-01,Undisclosed,Undisclosed,Cephalix; patient reaction,Cephalix; regulatory approval,SAME_EVENT,A patient-reaction piece about the same Cephalix approval reported earlier in the week.
P0663,H080-A,H081-A,HEALTH_080,HEALTH_081,Health,easy,same_entity_different_event,New Migraine Drug Cephalix Approved,"Health regulators approved a new migraine medication called Cephalix on Thursday, clearing it for use in patients with chronic migraine who have not responded to existing treatments.",Cephalix Maker Recalls Unrelated Supplement Product,"The pharmaceutical company behind Cephalix issued a recall Thursday for an unrelated over-the-counter supplement, citing a contamination issue unrelated to Cephalix.",2026-01-01,2026-05-01,Undisclosed,Undisclosed,Cephalix maker; approval,Cephalix maker; supplement recall,DIFFERENT_EVENT,"Same pharmaceutical company, but approving Cephalix and recalling an unrelated supplement months later are distinct events."
P0664,H080-A,H082-A,HEALTH_080,HEALTH_082,Health,medium,same_topic_different_event,New Migraine Drug Cephalix Approved,"Health regulators approved a new migraine medication called Cephalix on Thursday, clearing it for use in patients with chronic migraine who have not responded to existing treatments.",Different Migraine Drug Approved by Rival Company,"A rival pharmaceutical company received approval Saturday for its own migraine medication, unrelated to Cephalix's approval earlier in the month.",2026-01-01,2026-01-15,Undisclosed,Undisclosed,Cephalix; approval,different migraine drug; different company,DIFFERENT_EVENT,"Both are new migraine medication approvals within the same month, but they involve two entirely different companies and drugs."
P0665,H083-A,H084-A,HEALTH_083,HEALTH_084,Health,medium,follow_up,Clinic Chain Reports Data Breach Affecting Patient Records,"A national clinic chain disclosed Sunday that a data breach exposed patient records for roughly 150,000 individuals, including prescription histories.",Clinic Chain Offers Identity Protection Services,"The clinic chain affected by last week's data breach began offering free identity protection services to affected patients Tuesday, part of its response to the incident.",2026-02-01,2026-02-10,Undisclosed,Undisclosed,clinic chain; data breach,clinic chain; identity protection,SAME_EVENT,The identity protection offer is a direct response to the same data breach described in the first article.
P0666,H083-A,H085-A,HEALTH_083,HEALTH_085,Health,hard,different_incident,Clinic Chain Reports Data Breach Affecting Patient Records,"A national clinic chain disclosed Sunday that a data breach exposed patient records for roughly 150,000 individuals, including prescription histories.",Separate Clinic Reports Different Breach,"A different clinic network disclosed its own data breach Thursday, unrelated to the breach reported at a different clinic chain earlier in the month.",2026-02-01,2026-02-20,Undisclosed,Undisclosed,clinic chain; data breach,different clinic; data breach,DIFFERENT_EVENT,"Both are clinic data breach stories in the same month with similar framing, but they involve two entirely different clinic networks."
P0667,H080-B,H086-A,HEALTH_080,HEALTH_086,Health,hard,same_entities_different_date,Cephalix Cleared for Chronic Migraine Treatment,"Regulators gave approval this week to Cephalix, a new medication for chronic migraine patients who have not found relief from existing drugs.",Cephalix Gets Approval for Broader Patient Group a Year Later,"Regulators granted expanded approval for Cephalix Friday, clearing the medication for episodic migraine patients a year after its original chronic migraine approval.",2026-01-01,2027-01-01,Undisclosed,Undisclosed,Cephalix; original approval,Cephalix; expanded approval,DIFFERENT_EVENT,"Same medication, but the original approval and a separate expanded approval a year later are distinct regulatory events."
P0668,H087-A,H089-A,HEALTH_087,HEALTH_089,Health,medium,follow_up,Study Finds Meditation Reduces Chronic Pain Symptoms,A new study published Wednesday found that regular meditation practice significantly reduced chronic pain symptoms among participants over an eight-week program.,Researchers Expand Meditation Study to More Participants,"Researchers behind the meditation-pain study announced Saturday they are expanding the program to 1,000 additional participants, building on findings published five months earlier.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,meditation; chronic pain study,meditation study; expansion,SAME_EVENT,The expanded study is a direct continuation of the same research described in the first article.
P0669,H087-B,H087-A,HEALTH_087,HEALTH_087,Health,hard,different_detail_level,The Numbers Behind the Meditation-Pain Study,"The study published this week tracked 400 chronic pain patients through an eight-week guided meditation program, researchers said, finding that participants reported a 31 percent average reduction in pain intensity scores compared to a control group that received standard care alone. The effect was most pronounced among patients with fibromyalgia and lower back pain, the study found, though researchers cautioned that results varied significantly based on how consistently participants practiced. The team said brain imaging conducted on a subset of participants showed measurable changes in pain-processing regions, offering a possible biological explanation for the effect.",Study Finds Meditation Reduces Chronic Pain Symptoms,A new study published Wednesday found that regular meditation practice significantly reduced chronic pain symptoms among participants over an eight-week program.,2026-03-02,2026-03-01,Undisclosed,Undisclosed,meditation study; statistical details,meditation; chronic pain study,SAME_EVENT,The second article provides much richer statistical and clinical detail about the same study reported briefly in the first.
P0670,H084-A,H085-A,HEALTH_084,HEALTH_085,Health,very_hard,same_topic_different_event,Clinic Chain Offers Identity Protection Services,"The clinic chain affected by last week's data breach began offering free identity protection services to affected patients Tuesday, part of its response to the incident.",Separate Clinic Reports Different Breach,"A different clinic network disclosed its own data breach Thursday, unrelated to the breach reported at a different clinic chain earlier in the month.",2026-02-10,2026-02-20,Undisclosed,Undisclosed,clinic chain; identity protection,different clinic; data breach,DIFFERENT_EVENT,"Both are clinic-data-breach-related stories from the same general period, but the identity protection offer concerns the original breach while the second article is an unrelated breach at a different clinic."
P0671,E080-A,E080-B,ENV_080,ENV_080,Environment,easy,paraphrase,Wildfire Smoke Blankets Cities Across Terrabend Valley,"Thick wildfire smoke blanketed cities across the Terrabend Valley this week, prompting air quality warnings as smoke from a distant blaze drifted into populated areas.",Terrabend Valley Chokes Under Wildfire Smoke,"Air quality plummeted across the Terrabend Valley this week as smoke from a distant wildfire settled over cities, prompting health warnings for vulnerable residents.",2026-07-01,2026-07-01,Terrabend Valley,Terrabend Valley,Terrabend Valley; wildfire smoke,Terrabend Valley; air quality,SAME_EVENT,Both articles describe the same wildfire smoke event affecting the Terrabend Valley during the same week.
P0672,E080-C,E080-A,ENV_080,ENV_080,Environment,medium,different_source,Schools Close as Terrabend Valley Smoke Worsens,Several school districts in the Terrabend Valley canceled outdoor activities Wednesday as wildfire smoke that settled over the region earlier in the week continued to worsen air quality.,Wildfire Smoke Blankets Cities Across Terrabend Valley,"Thick wildfire smoke blanketed cities across the Terrabend Valley this week, prompting air quality warnings as smoke from a distant blaze drifted into populated areas.",2026-07-03,2026-07-01,Terrabend Valley,Terrabend Valley,Terrabend Valley; school closures,Terrabend Valley; wildfire smoke,SAME_EVENT,A school-closure follow-up about the same smoke event reported earlier in the week.
P0673,E080-A,E081-A,ENV_080,ENV_081,Environment,easy,same_location_different_event,Wildfire Smoke Blankets Cities Across Terrabend Valley,"Thick wildfire smoke blanketed cities across the Terrabend Valley this week, prompting air quality warnings as smoke from a distant blaze drifted into populated areas.",Terrabend Valley Hosts Wine Harvest Festival,"The Terrabend Valley hosted its annual wine harvest festival Saturday, a long-planned cultural event unrelated to other recent news from the area.",2026-07-01,2026-09-01,Terrabend Valley,Terrabend Valley,Terrabend Valley; wildfire smoke,Terrabend Valley; harvest festival,DIFFERENT_EVENT,"Same region, but a wildfire smoke event and an unrelated, long-planned harvest festival months later are separate events."
P0674,E080-A,E082-A,ENV_080,ENV_082,Environment,medium,same_topic_different_event,Wildfire Smoke Blankets Cities Across Terrabend Valley,"Thick wildfire smoke blanketed cities across the Terrabend Valley this week, prompting air quality warnings as smoke from a distant blaze drifted into populated areas.",Different Valley Region Hit by Separate Smoke Event,"A different valley region experienced its own wildfire smoke event Friday, unrelated to the smoke that blanketed the Terrabend Valley earlier in the month.",2026-07-01,2026-07-10,Terrabend Valley,Different valley,Terrabend Valley; wildfire smoke,different valley; wildfire smoke,DIFFERENT_EVENT,"Both are wildfire smoke stories from the same month with similar framing, but they occur in two entirely different valley regions."
P0675,E083-A,E084-A,ENV_083,ENV_084,Environment,medium,follow_up,City Launches Urban Composting Program,"A city launched a large-scale urban composting program Sunday, aiming to divert 40 percent of food waste from landfills within three years.",First Composting Sites Open Under New Program,"The first composting collection sites opened Monday under the city's new program, a month after the initiative's original announcement.",2026-03-01,2026-04-01,Undisclosed,Undisclosed,urban composting program; launch,composting program; first sites open,SAME_EVENT,The site openings are a direct continuation of the same composting program described in the first article.
P0676,E083-A,E085-A,ENV_083,ENV_085,Environment,hard,different_incident,City Launches Urban Composting Program,"A city launched a large-scale urban composting program Sunday, aiming to divert 40 percent of food waste from landfills within three years.",Different City Launches Separate Composting Initiative,"A different city launched its own composting initiative Sunday, unrelated to the program launched by another city earlier in the month.",2026-03-01,2026-03-15,Undisclosed,Different city,urban composting program; city,different composting initiative; different city,DIFFERENT_EVENT,"Both are urban composting program announcements within the same month with similar framing, but they involve two entirely different cities and separate initiatives."
P0677,E080-B,E086-A,ENV_080,ENV_086,Environment,hard,same_entities_different_date,Terrabend Valley Chokes Under Wildfire Smoke,"Air quality plummeted across the Terrabend Valley this week as smoke from a distant wildfire settled over cities, prompting health warnings for vulnerable residents.",Terrabend Valley Hit by Another Smoke Event a Year Later,"A second wildfire smoke event blanketed the Terrabend Valley Wednesday, a year after the previous incident, again prompting air quality warnings.",2026-07-01,2027-07-01,Terrabend Valley,Terrabend Valley,Terrabend Valley; air quality,Terrabend Valley; second smoke event,DIFFERENT_EVENT,"Same region and same type of environmental event, but the two smoke events occurred a year apart and are separate incidents."
P0678,E087-A,E089-A,ENV_087,ENV_089,Environment,medium,follow_up,New Biodegradable Packaging Material Developed,"Researchers announced Sunday the development of a new biodegradable packaging material that breaks down within 90 days, potentially reducing plastic waste in food packaging.",Biodegradable Packaging Licensed to Food Company,"The newly developed biodegradable packaging material has been licensed to a major food company, researchers announced Saturday, four months after its initial development.",2026-05-01,2026-09-01,Undisclosed,Undisclosed,biodegradable packaging; development,biodegradable packaging; licensing,SAME_EVENT,The licensing announcement is a direct continuation of the same packaging material described in the first article.
P0679,E087-B,E087-A,ENV_087,ENV_087,Environment,hard,different_detail_level,How the New Biodegradable Packaging Breaks Down So Fast,"The packaging material announced this week uses a plant-based polymer blend engineered to break down rapidly when exposed to soil microbes, researchers explained, a property that distinguishes it from many existing 'compostable' plastics that require industrial composting facilities to degrade properly. Lab tests showed the material breaks down completely within 90 days in standard soil conditions, the team said, while maintaining durability comparable to conventional plastic packaging during its useful shelf life. Several food companies have already begun pilot testing the material for snack and produce packaging.",New Biodegradable Packaging Material Developed,"Researchers announced Sunday the development of a new biodegradable packaging material that breaks down within 90 days, potentially reducing plastic waste in food packaging.",2026-05-02,2026-05-01,Undisclosed,Undisclosed,biodegradable packaging; material science,biodegradable packaging; development,SAME_EVENT,The second article provides much deeper technical detail about the same packaging material reported briefly in the first.
P0680,E084-A,E085-A,ENV_084,ENV_085,Environment,very_hard,same_topic_different_event,First Composting Sites Open Under New Program,"The first composting collection sites opened Monday under the city's new program, a month after the initiative's original announcement.",Different City Launches Separate Composting Initiative,"A different city launched its own composting initiative Sunday, unrelated to the program launched by another city earlier in the month.",2026-04-01,2026-03-15,Undisclosed,Different city,composting program; first sites open,different composting initiative; different city,DIFFERENT_EVENT,"Both are urban composting stories from around the same period, but the site openings concern the original program while the second article is an unrelated initiative in a different city."
P0681,C080-A,C080-B,CRIME_080,CRIME_080,Crime,easy,paraphrase,"Counterfeit Goods Ring Busted, Ten Arrested","Police busted a counterfeit goods operation Sunday, arresting ten people and seizing fake merchandise valued at over $5 million.",Ten Arrested in Counterfeit Goods Bust,"Authorities arrested ten suspects this week in connection with a counterfeit goods operation, seizing more than $5 million worth of fake merchandise.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,counterfeit goods ring; arrests,counterfeit goods bust; ten arrested,SAME_EVENT,Both articles describe the same counterfeit goods bust and the same ten arrests around the same date.
P0682,C080-C,C080-A,CRIME_080,CRIME_080,Crime,medium,different_source,Inside the Counterfeit Goods Operation Police Dismantled,"The counterfeit operation dismantled this week had been distributing fake luxury goods through online marketplaces for over two years, investigators said Wednesday, detailing how the ring evaded detection.","Counterfeit Goods Ring Busted, Ten Arrested","Police busted a counterfeit goods operation Sunday, arresting ten people and seizing fake merchandise valued at over $5 million.",2026-02-03,2026-02-01,Undisclosed,Undisclosed,counterfeit ring; operation details,counterfeit goods ring; arrests,SAME_EVENT,An investigative follow-up about the same counterfeit bust reported earlier in the week.
P0683,C080-A,C081-A,CRIME_080,CRIME_081,Crime,easy,same_entity_different_event,"Counterfeit Goods Ring Busted, Ten Arrested","Police busted a counterfeit goods operation Sunday, arresting ten people and seizing fake merchandise valued at over $5 million.",Same Suspects Face Separate Money Laundering Charges,"The same ten suspects arrested in the counterfeit goods bust now face separate money laundering charges, prosecutors announced Sunday, related to proceeds from the operation.",2026-02-01,2026-06-01,Undisclosed,Undisclosed,counterfeit ring; arrests,counterfeit ring; money laundering charges,DIFFERENT_EVENT,"Same suspects, but the original counterfeit arrests and separate money laundering charges months later are distinct legal actions."
P0684,C080-A,C082-A,CRIME_080,CRIME_082,Crime,medium,same_topic_different_event,"Counterfeit Goods Ring Busted, Ten Arrested","Police busted a counterfeit goods operation Sunday, arresting ten people and seizing fake merchandise valued at over $5 million.",Different Counterfeit Ring Busted Elsewhere,"A separate counterfeit goods ring was busted Friday in a different city, unrelated to the operation dismantled earlier in the month.",2026-02-01,2026-02-15,Undisclosed,Different city,counterfeit ring; arrests,different counterfeit ring; different city,DIFFERENT_EVENT,"Both are counterfeit goods bust stories within the same month with similar framing, but they involve two entirely different operations and cities."
P0685,C083-A,C084-A,CRIME_083,CRIME_084,Crime,medium,follow_up,Hostage Situation Resolved Peacefully,"Police resolved a hostage situation peacefully Sunday, negotiating the release of all captives after a tense six-hour standoff.",Suspect in Hostage Situation Sentenced,"The suspect from the hostage situation was sentenced to 18 years in prison Monday, months after the standoff ended peacefully.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,hostage situation; resolved,hostage suspect; sentencing,SAME_EVENT,The sentencing is a direct continuation of the same hostage situation described in the first article.
P0686,C083-A,C085-A,CRIME_083,CRIME_085,Crime,hard,different_incident,Hostage Situation Resolved Peacefully,"Police resolved a hostage situation peacefully Sunday, negotiating the release of all captives after a tense six-hour standoff.",Separate Hostage Situation Reported in Different City,"A different city reported an unrelated hostage situation Wednesday, separate from the standoff resolved elsewhere earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Different city,hostage situation; resolved,different city; hostage situation,DIFFERENT_EVENT,"Both are hostage-situation stories from the same general period with similar framing, but they involve two entirely different cities and separate incidents."
P0687,C080-B,C086-A,CRIME_080,CRIME_086,Crime,hard,same_entities_different_date,Ten Arrested in Counterfeit Goods Bust,"Authorities arrested ten suspects this week in connection with a counterfeit goods operation, seizing more than $5 million worth of fake merchandise.",Counterfeit Ring Leaders' Trial Begins a Year Later,"The trial for the leaders of the counterfeit goods ring began Monday, a year after the original bust and arrests.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,counterfeit goods bust; ten arrested,counterfeit ring leaders; trial begins,DIFFERENT_EVENT,"Same case and same suspects, but the original bust and the trial beginning a year later are treated as distinct, separately reported milestones."
P0688,C087-A,C089-A,CRIME_087,CRIME_089,Crime,medium,follow_up,Wildlife Trafficking Ring Dismantled in International Sting,Law enforcement agencies from four countries announced Sunday they have dismantled a wildlife trafficking ring responsible for smuggling endangered species products.,Arrests Announced in Wildlife Trafficking Case,"Authorities announced the arrest of six suspects Friday connected to the wildlife trafficking ring dismantled earlier this month, following coordinated raids.",2026-04-01,2026-05-01,International,International,wildlife trafficking ring; sting,wildlife trafficking; arrests,SAME_EVENT,The arrests are a direct continuation of the same international trafficking operation described in the first article.
P0689,C087-B,C087-A,CRIME_087,CRIME_087,Crime,hard,different_detail_level,Inside the Sting That Dismantled a Wildlife Trafficking Ring,"The operation that dismantled the trafficking ring this week involved over a year of coordinated surveillance across four countries, investigators said, detailing how customs officials intercepted shipments disguised as legitimate agricultural exports. The ring is believed to have smuggled ivory, rhino horn, and other endangered species products worth an estimated $20 million, investigators said, with proceeds traced through a network of shell companies. The operation's success relied heavily on a joint task force established specifically to address cross-border wildlife crime.",Wildlife Trafficking Ring Dismantled in International Sting,Law enforcement agencies from four countries announced Sunday they have dismantled a wildlife trafficking ring responsible for smuggling endangered species products.,2026-04-02,2026-04-01,International,International,wildlife trafficking; sting details,wildlife trafficking ring; sting,SAME_EVENT,The second article provides much deeper investigative detail about the same trafficking takedown reported briefly in the first.
P0690,C084-A,C085-A,CRIME_084,CRIME_085,Crime,very_hard,same_topic_different_event,Suspect in Hostage Situation Sentenced,"The suspect from the hostage situation was sentenced to 18 years in prison Monday, months after the standoff ended peacefully.",Separate Hostage Situation Reported in Different City,"A different city reported an unrelated hostage situation Wednesday, separate from the standoff resolved elsewhere earlier in the month.",2026-08-01,2026-03-10,Undisclosed,Different city,hostage suspect; sentencing,different city; hostage situation,DIFFERENT_EVENT,"Both are hostage-related stories, but the sentencing concerns the original resolved standoff while the second article is an unrelated hostage situation in a different city months earlier."
P0691,EN080-A,EN080-B,ENT_080,ENT_080,Entertainment,easy,paraphrase,Rock Band Voltage Grid Releases Debut Album,"Rock band Voltage Grid released its debut album Friday, capping a rapid rise for the group since forming just two years ago.",Voltage Grid's Debut Album Arrives,"Voltage Grid's first full-length album hit streaming platforms this week, marking a milestone for the fast-rising rock band.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,Voltage Grid; debut album,Voltage Grid; first album,SAME_EVENT,Both articles describe the same Voltage Grid debut album release on the same date.
P0692,EN080-C,EN080-A,ENT_080,ENT_080,Entertainment,medium,different_source,Critics Praise Voltage Grid's Confident Debut,"Music critics offered strong early reviews this week of Voltage Grid's debut album, with several calling it one of the most assured first records of the year.",Rock Band Voltage Grid Releases Debut Album,"Rock band Voltage Grid released its debut album Friday, capping a rapid rise for the group since forming just two years ago.",2026-03-02,2026-03-01,Undisclosed,Undisclosed,Voltage Grid; reviews,Voltage Grid; debut album,SAME_EVENT,A review roundup about the same debut album release reported a day earlier.
P0693,EN080-A,EN081-A,ENT_080,ENT_081,Entertainment,easy,same_entity_different_event,Rock Band Voltage Grid Releases Debut Album,"Rock band Voltage Grid released its debut album Friday, capping a rapid rise for the group since forming just two years ago.",Voltage Grid Cancels Scheduled Concert,"Voltage Grid canceled a scheduled concert Wednesday due to a band member's illness, a decision unrelated to the recent release of its debut album.",2026-03-01,2026-06-01,Undisclosed,Undisclosed,Voltage Grid; album release,Voltage Grid; concert cancellation,DIFFERENT_EVENT,"Same band, but releasing an album and canceling an unrelated concert months later are separate events."
P0694,EN080-A,EN082-A,ENT_080,ENT_082,Entertainment,medium,same_topic_different_event,Rock Band Voltage Grid Releases Debut Album,"Rock band Voltage Grid released its debut album Friday, capping a rapid rise for the group since forming just two years ago.",Different Band Releases Competing Debut Album,"A different rock band released its own debut album Tuesday, entering a crowded release calendar shortly after a rival group's high-profile first record.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,Voltage Grid; debut album,different band; competing debut,DIFFERENT_EVENT,"Both are debut album releases in the same month, but they come from two unrelated, competing bands."
